tn,tp,fp,fn,Accuracy_Score,seed,feature_set,ROC-AUC,MCC,Sensitivity,Specificity,Recall_Sensitivity,Precision,Recall_Specificity
37,4,2,17,0.6833333333333333,6917,brain_guild_split,0.5695970695970696,0.22130457664129388,0.19047619047619047,0.9487179487179487,0.19047619047619047,0.6666666666666666,0.9487179487179487
38,20,1,1,0.9666666666666667,6917,AD_base,0.9633699633699633,0.9267399267399268,0.9523809523809523,0.9743589743589743,0.9523809523809523,0.9523809523809523,0.9743589743589743
38,20,1,1,0.9666666666666667,6917,AD_guild,0.9633699633699633,0.9267399267399268,0.9523809523809523,0.9743589743589743,0.9523809523809523,0.9523809523809523,0.9743589743589743
38,20,1,1,0.9666666666666667,6917,AD_guild_split,0.9633699633699633,0.9267399267399268,0.9523809523809523,0.9743589743589743,0.9523809523809523,0.9523809523809523,0.9743589743589743
32,5,8,15,0.6166666666666667,9772,clinical_base,0.525,0.05721295676906231,0.25,0.8,0.25,0.38461538461538464,0.8
38,5,2,15,0.7166666666666667,9772,clinical_guild,0.6,0.2936892392857409,0.25,0.95,0.25,0.7142857142857143,0.95
38,3,2,17,0.6833333333333333,9772,clinical_guild_split,0.5499999999999999,0.17056057308448833,0.15,0.95,0.15,0.6,0.95
34,5,6,15,0.65,9772,brain_base,0.55,0.12182898077463454,0.25,0.85,0.25,0.45454545454545453,0.85
38,3,2,17,0.6833333333333333,9772,brain_guild,0.5499999999999999,0.17056057308448833,0.15,0.95,0.15,0.6,0.95
39,2,1,18,0.6833333333333333,9772,brain_guild_split,0.5375,0.16222142113076254,0.1,0.975,0.1,0.6666666666666666,0.975
