tn,tp,fp,fn,Accuracy_Score,seed,feature_set,ROC-AUC,MCC,Sensitivity,Specificity,Recall_Sensitivity,Precision,Recall_Specificity
39,19,1,1,0.9666666666666667,9772,AD_base,0.9624999999999999,0.925,0.95,0.975,0.95,0.95,0.975
39,19,1,1,0.9666666666666667,9772,AD_guild,0.9624999999999999,0.925,0.95,0.975,0.95,0.95,0.975
39,19,1,1,0.9666666666666667,9772,AD_guild_split,0.9624999999999999,0.925,0.95,0.975,0.95,0.95,0.975
33,8,6,13,0.6833333333333333,1041,clinical_base,0.6135531135531136,0.2561108984421921,0.38095238095238093,0.8461538461538461,0.38095238095238093,0.5714285714285714,0.8461538461538461
33,9,6,12,0.7,1041,clinical_guild,0.6373626373626373,0.30261376633440124,0.42857142857142855,0.8461538461538461,0.42857142857142855,0.6,0.8461538461538461
35,9,4,12,0.7333333333333333,1041,clinical_guild_split,0.6630036630036631,0.37744067947213417,0.42857142857142855,0.8974358974358975,0.42857142857142855,0.6923076923076923,0.8974358974358975
36,8,3,13,0.7333333333333333,1041,brain_base,0.652014652014652,0.3747684423071726,0.38095238095238093,0.9230769230769231,0.38095238095238093,0.7272727272727273,0.9230769230769231
37,8,2,13,0.75,1041,brain_guild,0.6648351648351648,0.4219265078446459,0.38095238095238093,0.9487179487179487,0.38095238095238093,0.8,0.9487179487179487
37,6,2,15,0.7166666666666667,1041,brain_guild_split,0.6172161172161171,0.32893691312298384,0.2857142857142857,0.9487179487179487,0.2857142857142857,0.75,0.9487179487179487
38,20,1,1,0.9666666666666667,1041,AD_base,0.9633699633699633,0.9267399267399268,0.9523809523809523,0.9743589743589743,0.9523809523809523,0.9523809523809523,0.9743589743589743
38,20,1,1,0.9666666666666667,1041,AD_guild,0.9633699633699633,0.9267399267399268,0.9523809523809523,0.9743589743589743,0.9523809523809523,0.9523809523809523,0.9743589743589743
38,20,1,1,0.9666666666666667,1041,AD_guild_split,0.9633699633699633,0.9267399267399268,0.9523809523809523,0.9743589743589743,0.9523809523809523,0.9523809523809523,0.9743589743589743
25,3,11,21,0.4666666666666667,6305,clinical_base,0.4097222222222222,-0.20913407192853076,0.125,0.6944444444444444,0.125,0.21428571428571427,0.6944444444444444
32,2,4,22,0.5666666666666667,6305,clinical_guild,0.48611111111111105,-0.045360921162651446,0.08333333333333333,0.8888888888888888,0.08333333333333333,0.3333333333333333,0.8888888888888888
33,2,3,22,0.5833333333333334,6305,clinical_guild_split,0.49999999999999994,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.4,0.9166666666666666
32,3,4,21,0.5833333333333334,6305,brain_base,0.5069444444444444,0.02119519516996487,0.125,0.8888888888888888,0.125,0.42857142857142855,0.8888888888888888
33,1,3,23,0.5666666666666667,6305,brain_guild,0.4791666666666667,-0.08183170883849714,0.041666666666666664,0.9166666666666666,0.041666666666666664,0.25,0.9166666666666666
35,0,1,24,0.5833333333333334,6305,brain_guild_split,0.4861111111111111,-0.10629880069054679,0.0,0.9722222222222222,0.0,0.0,0.9722222222222222
36,22,0,2,0.9666666666666667,6305,AD_base,0.9583333333333333,0.9318911162960933,0.9166666666666666,1.0,0.9166666666666666,1.0,1.0
36,22,0,2,0.9666666666666667,6305,AD_guild,0.9583333333333333,0.9318911162960933,0.9166666666666666,1.0,0.9166666666666666,1.0,1.0
36,23,0,1,0.9833333333333333,6305,AD_guild_split,0.9791666666666667,0.965625409997289,0.9583333333333334,1.0,0.9583333333333334,1.0,1.0
35,3,5,17,0.6333333333333333,6253,clinical_base,0.5125,0.03466876226407682,0.15,0.875,0.15,0.375,0.875
33,4,7,16,0.6166666666666667,6253,clinical_guild,0.5125,0.030457245193658635,0.2,0.825,0.2,0.36363636363636365,0.825
36,1,4,19,0.6166666666666667,6253,clinical_guild_split,0.47500000000000003,-0.08528028654224416,0.05,0.9,0.05,0.2,0.9
37,2,3,18,0.65,6253,brain_base,0.5125000000000001,0.04264014327112208,0.1,0.925,0.1,0.4,0.925
35,3,5,17,0.6333333333333333,6253,brain_guild,0.5125,0.03466876226407682,0.15,0.875,0.15,0.375,0.875
38,2,2,18,0.6666666666666666,6253,brain_guild_split,0.5249999999999999,0.09449111825230681,0.1,0.95,0.1,0.5,0.95
40,19,0,1,0.9833333333333333,6253,AD_base,0.975,0.9627197246824659,0.95,1.0,0.95,1.0,1.0
40,19,0,1,0.9833333333333333,6253,AD_guild,0.975,0.9627197246824659,0.95,1.0,0.95,1.0,1.0
40,19,0,1,0.9833333333333333,6253,AD_guild_split,0.975,0.9627197246824659,0.95,1.0,0.95,1.0,1.0
31,5,5,19,0.6,9764,clinical_base,0.5347222222222222,0.09128709291752768,0.20833333333333334,0.8611111111111112,0.20833333333333334,0.5,0.8611111111111112
29,8,7,16,0.6166666666666667,9764,clinical_guild,0.5694444444444444,0.15713484026367722,0.3333333333333333,0.8055555555555556,0.3333333333333333,0.5333333333333333,0.8055555555555556
33,4,3,20,0.6166666666666667,9764,clinical_guild_split,0.5416666666666666,0.12717117101978923,0.16666666666666666,0.9166666666666666,0.16666666666666666,0.5714285714285714,0.9166666666666666
33,9,3,15,0.7,9764,brain_base,0.6458333333333333,0.3572172541558802,0.375,0.9166666666666666,0.375,0.75,0.9166666666666666
30,6,6,18,0.6,9764,brain_guild,0.5416666666666667,0.10206207261596575,0.25,0.8333333333333334,0.25,0.5,0.8333333333333334
31,8,5,16,0.65,9764,brain_guild_split,0.5972222222222222,0.2312234119422678,0.3333333333333333,0.8611111111111112,0.3333333333333333,0.6153846153846154,0.8611111111111112
35,23,1,1,0.9666666666666667,9764,AD_base,0.9652777777777779,0.9305555555555556,0.9583333333333334,0.9722222222222222,0.9583333333333334,0.9583333333333334,0.9722222222222222
35,23,1,1,0.9666666666666667,9764,AD_guild,0.9652777777777779,0.9305555555555556,0.9583333333333334,0.9722222222222222,0.9583333333333334,0.9583333333333334,0.9722222222222222
35,23,1,1,0.9666666666666667,9764,AD_guild_split,0.9652777777777779,0.9305555555555556,0.9583333333333334,0.9722222222222222,0.9583333333333334,0.9583333333333334,0.9722222222222222
30,5,8,17,0.5833333333333334,7669,clinical_base,0.5083732057416268,0.019588640315333763,0.22727272727272727,0.7894736842105263,0.22727272727272727,0.38461538461538464,0.7894736842105263
33,8,5,14,0.6833333333333333,7669,clinical_guild,0.6160287081339714,0.27144258722676784,0.36363636363636365,0.868421052631579,0.36363636363636365,0.6153846153846154,0.868421052631579
32,5,6,17,0.6166666666666667,7669,clinical_guild_split,0.534688995215311,0.08640332834086092,0.22727272727272727,0.8421052631578947,0.22727272727272727,0.45454545454545453,0.8421052631578947
30,6,8,16,0.6,7669,brain_base,0.5311004784688995,0.070869157725464,0.2727272727272727,0.7894736842105263,0.2727272727272727,0.42857142857142855,0.7894736842105263
35,6,3,16,0.6833333333333333,7669,brain_guild,0.59688995215311,0.26152037664815975,0.2727272727272727,0.9210526315789473,0.2727272727272727,0.6666666666666666,0.9210526315789473
34,3,4,19,0.6166666666666667,7669,brain_guild_split,0.5155502392344496,0.04668563329666866,0.13636363636363635,0.8947368421052632,0.13636363636363635,0.42857142857142855,0.8947368421052632
37,22,1,0,0.9833333333333333,7669,AD_base,0.986842105263158,0.9650648239452498,1.0,0.9736842105263158,1.0,0.9565217391304348,0.9736842105263158
37,22,1,0,0.9833333333333333,7669,AD_guild,0.986842105263158,0.9650648239452498,1.0,0.9736842105263158,1.0,0.9565217391304348,0.9736842105263158
37,22,1,0,0.9833333333333333,7669,AD_guild_split,0.986842105263158,0.9650648239452498,1.0,0.9736842105263158,1.0,0.9565217391304348,0.9736842105263158
33,8,5,14,0.6833333333333333,8670,clinical_base,0.6160287081339714,0.27144258722676784,0.36363636363636365,0.868421052631579,0.36363636363636365,0.6153846153846154,0.868421052631579
34,8,4,14,0.7,8670,clinical_guild,0.6291866028708134,0.3112715087397336,0.36363636363636365,0.8947368421052632,0.36363636363636365,0.6666666666666666,0.8947368421052632
35,8,3,14,0.7166666666666667,8670,clinical_guild_split,0.6423444976076556,0.35455158870905,0.36363636363636365,0.9210526315789473,0.36363636363636365,0.7272727272727273,0.9210526315789473
34,7,4,15,0.6833333333333333,8670,brain_base,0.6064593301435407,0.26516883525298696,0.3181818181818182,0.8947368421052632,0.3181818181818182,0.6363636363636364,0.8947368421052632
36,6,2,16,0.7,8670,brain_guild,0.6100478468899522,0.31200964472696996,0.2727272727272727,0.9473684210526315,0.2727272727272727,0.75,0.9473684210526315
37,3,1,19,0.6666666666666666,8670,brain_guild_split,0.5550239234449761,0.212598736660879,0.13636363636363635,0.9736842105263158,0.13636363636363635,0.75,0.9736842105263158
37,21,1,1,0.9666666666666667,8670,AD_base,0.9641148325358853,0.9282296650717703,0.9545454545454546,0.9736842105263158,0.9545454545454546,0.9545454545454546,0.9736842105263158
37,21,1,1,0.9666666666666667,8670,AD_guild,0.9641148325358853,0.9282296650717703,0.9545454545454546,0.9736842105263158,0.9545454545454546,0.9545454545454546,0.9736842105263158
37,21,1,1,0.9666666666666667,8670,AD_guild_split,0.9641148325358853,0.9282296650717703,0.9545454545454546,0.9736842105263158,0.9545454545454546,0.9545454545454546,0.9736842105263158
30,3,8,19,0.55,4120,clinical_base,0.46291866028708134,-0.09236217857126512,0.13636363636363635,0.7894736842105263,0.13636363636363635,0.2727272727272727,0.7894736842105263
35,2,3,20,0.6166666666666667,4120,clinical_guild,0.5059808612440191,0.020855975806414705,0.09090909090909091,0.9210526315789473,0.09090909090909091,0.4,0.9210526315789473
34,4,4,18,0.6333333333333333,4120,clinical_guild_split,0.5382775119617226,0.1085250938180765,0.18181818181818182,0.8947368421052632,0.18181818181818182,0.5,0.8947368421052632
33,1,5,21,0.5666666666666667,4120,brain_base,0.4569377990430622,-0.13834289277321493,0.045454545454545456,0.868421052631579,0.045454545454545456,0.16666666666666666,0.868421052631579
33,1,5,21,0.5666666666666667,4120,brain_guild,0.4569377990430622,-0.13834289277321493,0.045454545454545456,0.868421052631579,0.045454545454545456,0.16666666666666666,0.868421052631579
31,3,7,19,0.5666666666666667,4120,brain_guild_split,0.47607655502392343,-0.061868822488974594,0.13636363636363635,0.8157894736842105,0.13636363636363635,0.3,0.8157894736842105
37,22,1,0,0.9833333333333333,4120,AD_base,0.986842105263158,0.9650648239452498,1.0,0.9736842105263158,1.0,0.9565217391304348,0.9736842105263158
37,22,1,0,0.9833333333333333,4120,AD_guild,0.986842105263158,0.9650648239452498,1.0,0.9736842105263158,1.0,0.9565217391304348,0.9736842105263158
37,22,1,0,0.9833333333333333,4120,AD_guild_split,0.986842105263158,0.9650648239452498,1.0,0.9736842105263158,1.0,0.9565217391304348,0.9736842105263158
30,6,9,15,0.6,9065,clinical_base,0.5274725274725274,0.06052275326688024,0.2857142857142857,0.7692307692307693,0.2857142857142857,0.4,0.7692307692307693
33,6,6,15,0.65,9065,clinical_guild,0.5659340659340659,0.15724272550828775,0.2857142857142857,0.8461538461538461,0.2857142857142857,0.5,0.8461538461538461
34,4,5,17,0.6333333333333333,9065,clinical_guild_split,0.5311355311355311,0.08318056815751451,0.19047619047619047,0.8717948717948718,0.19047619047619047,0.4444444444444444,0.8717948717948718
34,4,5,17,0.6333333333333333,9065,brain_base,0.5311355311355311,0.08318056815751451,0.19047619047619047,0.8717948717948718,0.19047619047619047,0.4444444444444444,0.8717948717948718
36,4,3,17,0.6666666666666666,9065,brain_guild,0.5567765567765568,0.16871513464673743,0.19047619047619047,0.9230769230769231,0.19047619047619047,0.5714285714285714,0.9230769230769231
36,3,3,18,0.65,9065,brain_guild_split,0.532967032967033,0.10482848367219184,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.5,0.9230769230769231
38,17,1,4,0.9166666666666666,9065,AD_base,0.8919413919413919,0.8158910693878249,0.8095238095238095,0.9743589743589743,0.8095238095238095,0.9444444444444444,0.9743589743589743
38,19,1,2,0.95,9065,AD_guild,0.9395604395604394,0.8894991799933214,0.9047619047619048,0.9743589743589743,0.9047619047619048,0.95,0.9743589743589743
38,19,1,2,0.95,9065,AD_guild_split,0.9395604395604394,0.8894991799933214,0.9047619047619048,0.9743589743589743,0.9047619047619048,0.95,0.9743589743589743
34,7,6,13,0.6833333333333333,189,clinical_base,0.6,0.22885182707624924,0.35,0.85,0.35,0.5384615384615384,0.85
36,5,4,15,0.6833333333333333,189,clinical_guild,0.575,0.19802950859533486,0.25,0.9,0.25,0.5555555555555556,0.9
37,3,3,17,0.6666666666666666,189,clinical_guild_split,0.5375,0.11785113019775792,0.15,0.925,0.15,0.5,0.925
37,4,3,16,0.6833333333333333,189,brain_base,0.5625,0.1835557745535881,0.2,0.925,0.2,0.5714285714285714,0.925
36,5,4,15,0.6833333333333333,189,brain_guild,0.575,0.19802950859533486,0.25,0.9,0.25,0.5555555555555556,0.9
35,3,5,17,0.6333333333333333,189,brain_guild_split,0.5125,0.03466876226407682,0.15,0.875,0.15,0.375,0.875
39,19,1,1,0.9666666666666667,189,AD_base,0.9624999999999999,0.925,0.95,0.975,0.95,0.95,0.975
39,19,1,1,0.9666666666666667,189,AD_guild,0.9624999999999999,0.925,0.95,0.975,0.95,0.95,0.975
39,19,1,1,0.9666666666666667,189,AD_guild_split,0.9624999999999999,0.925,0.95,0.975,0.95,0.95,0.975
34,4,5,17,0.6333333333333333,1877,clinical_base,0.5311355311355311,0.08318056815751451,0.19047619047619047,0.8717948717948718,0.19047619047619047,0.4444444444444444,0.8717948717948718
33,2,6,19,0.5833333333333334,1877,clinical_guild,0.4706959706959707,-0.08223422828074596,0.09523809523809523,0.8461538461538461,0.09523809523809523,0.25,0.8461538461538461
37,6,2,15,0.7166666666666667,1877,clinical_guild_split,0.6172161172161171,0.32893691312298384,0.2857142857142857,0.9487179487179487,0.2857142857142857,0.75,0.9487179487179487
35,4,4,17,0.65,1877,brain_base,0.5439560439560439,0.12335134242111893,0.19047619047619047,0.8974358974358975,0.19047619047619047,0.5,0.8974358974358975
34,5,5,16,0.65,1877,brain_guild,0.5549450549450549,0.14064216928154863,0.23809523809523808,0.8717948717948718,0.23809523809523808,0.5,0.8717948717948718
36,6,3,15,0.7,1877,brain_guild_split,0.6043956043956044,0.2788995520575487,0.2857142857142857,0.9230769230769231,0.2857142857142857,0.6666666666666666,0.9230769230769231
39,20,0,1,0.9833333333333333,1877,AD_base,0.9761904761904762,0.9636241116594315,0.9523809523809523,1.0,0.9523809523809523,1.0,1.0
39,20,0,1,0.9833333333333333,1877,AD_guild,0.9761904761904762,0.9636241116594315,0.9523809523809523,1.0,0.9523809523809523,1.0,1.0
39,20,0,1,0.9833333333333333,1877,AD_guild_split,0.9761904761904762,0.9636241116594315,0.9523809523809523,1.0,0.9523809523809523,1.0,1.0
36,5,4,15,0.6833333333333333,8798,clinical_base,0.575,0.19802950859533486,0.25,0.9,0.25,0.5555555555555556,0.9
37,6,3,14,0.7166666666666667,8798,clinical_guild,0.6125,0.2970442628930023,0.3,0.925,0.3,0.6666666666666666,0.925
37,7,3,13,0.7333333333333333,8798,clinical_guild_split,0.6375000000000002,0.3478505426185217,0.35,0.925,0.35,0.7,0.925
38,4,2,16,0.7,8798,brain_base,0.575,0.23570226039551584,0.2,0.95,0.2,0.6666666666666666,0.95
36,3,4,17,0.65,8798,brain_guild,0.5249999999999999,0.07342230982143523,0.15,0.9,0.15,0.42857142857142855,0.9
38,3,2,17,0.6833333333333333,8798,brain_guild_split,0.5499999999999999,0.17056057308448833,0.15,0.95,0.15,0.6,0.95
39,19,1,1,0.9666666666666667,8798,AD_base,0.9624999999999999,0.925,0.95,0.975,0.95,0.95,0.975
39,19,1,1,0.9666666666666667,8798,AD_guild,0.9624999999999999,0.925,0.95,0.975,0.95,0.95,0.975
39,19,1,1,0.9666666666666667,8798,AD_guild_split,0.9624999999999999,0.925,0.95,0.975,0.95,0.95,0.975
36,4,4,16,0.6666666666666666,4372,clinical_base,0.55,0.1386750490563073,0.2,0.9,0.2,0.5,0.9
36,4,4,16,0.6666666666666666,4372,clinical_guild,0.55,0.1386750490563073,0.2,0.9,0.2,0.5,0.9
36,3,4,17,0.65,4372,clinical_guild_split,0.5249999999999999,0.07342230982143523,0.15,0.9,0.15,0.42857142857142855,0.9
38,5,2,15,0.7166666666666667,4372,brain_base,0.6,0.2936892392857409,0.25,0.95,0.25,0.7142857142857143,0.95
39,2,1,18,0.6833333333333333,4372,brain_guild,0.5375,0.16222142113076254,0.1,0.975,0.1,0.6666666666666666,0.975
36,4,4,16,0.6666666666666666,4372,brain_guild_split,0.55,0.1386750490563073,0.2,0.9,0.2,0.5,0.9
39,18,1,2,0.95,4372,AD_base,0.9374999999999999,0.8867155358917449,0.9,0.975,0.9,0.9473684210526315,0.975
40,20,0,0,1.0,4372,AD_guild,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,18,0,2,0.9666666666666667,4372,AD_guild_split,0.95,0.9258200997725514,0.9,1.0,0.9,1.0,1.0
34,6,5,15,0.6666666666666666,5574,clinical_base,0.5787545787545788,0.19415714480974,0.2857142857142857,0.8717948717948718,0.2857142857142857,0.5454545454545454,0.8717948717948718
35,7,4,14,0.7,5574,clinical_guild,0.6153846153846154,0.2844627935584563,0.3333333333333333,0.8974358974358975,0.3333333333333333,0.6363636363636364,0.8974358974358975
37,3,2,18,0.6666666666666666,5574,clinical_guild_split,0.5457875457875457,0.15803488531025348,0.14285714285714285,0.9487179487179487,0.14285714285714285,0.6,0.9487179487179487
36,1,3,20,0.6166666666666667,5574,brain_base,0.4853479853479854,-0.056033181468052584,0.047619047619047616,0.9230769230769231,0.047619047619047616,0.25,0.9230769230769231
36,3,3,18,0.65,5574,brain_guild,0.532967032967033,0.10482848367219184,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.5,0.9230769230769231
37,0,2,21,0.6166666666666667,5574,brain_guild_split,0.47435897435897434,-0.13626312508266655,0.0,0.9487179487179487,0.0,0.0,0.9487179487179487
38,21,1,0,0.9833333333333333,5574,AD_base,0.9871794871794871,0.9644013324700097,1.0,0.9743589743589743,1.0,0.9545454545454546,0.9743589743589743
38,20,1,1,0.9666666666666667,5574,AD_guild,0.9633699633699633,0.9267399267399268,0.9523809523809523,0.9743589743589743,0.9523809523809523,0.9523809523809523,0.9743589743589743
38,21,1,0,0.9833333333333333,5574,AD_guild_split,0.9871794871794871,0.9644013324700097,1.0,0.9743589743589743,1.0,0.9545454545454546,0.9743589743589743
32,9,6,13,0.6833333333333333,1828,clinical_base,0.6255980861244019,0.2795530723408051,0.4090909090909091,0.8421052631578947,0.4090909090909091,0.6,0.8421052631578947
33,7,5,15,0.6666666666666666,1828,clinical_guild,0.5933014354066986,0.22480720075647426,0.3181818181818182,0.868421052631579,0.3181818181818182,0.5833333333333334,0.868421052631579
34,8,4,14,0.7,1828,clinical_guild_split,0.6291866028708134,0.3112715087397336,0.36363636363636365,0.8947368421052632,0.36363636363636365,0.6666666666666666,0.8947368421052632
35,5,3,17,0.6666666666666666,1828,brain_base,0.5741626794258373,0.2102673692725232,0.22727272727272727,0.9210526315789473,0.22727272727272727,0.625,0.9210526315789473
32,9,6,13,0.6833333333333333,1828,brain_guild,0.6255980861244019,0.2795530723408051,0.4090909090909091,0.8421052631578947,0.4090909090909091,0.6,0.8421052631578947
34,7,4,15,0.6833333333333333,1828,brain_guild_split,0.6064593301435407,0.26516883525298696,0.3181818181818182,0.8947368421052632,0.3181818181818182,0.6363636363636364,0.8947368421052632
37,21,1,1,0.9666666666666667,1828,AD_base,0.9641148325358853,0.9282296650717703,0.9545454545454546,0.9736842105263158,0.9545454545454546,0.9545454545454546,0.9736842105263158
37,21,1,1,0.9666666666666667,1828,AD_guild,0.9641148325358853,0.9282296650717703,0.9545454545454546,0.9736842105263158,0.9545454545454546,0.9545454545454546,0.9736842105263158
37,21,1,1,0.9666666666666667,1828,AD_guild_split,0.9641148325358853,0.9282296650717703,0.9545454545454546,0.9736842105263158,0.9545454545454546,0.9545454545454546,0.9736842105263158
35,10,6,9,0.75,4809,clinical_base,0.6899871630295249,0.39970230490648306,0.5263157894736842,0.8536585365853658,0.5263157894736842,0.625,0.8536585365853658
38,7,3,12,0.75,4809,clinical_guild,0.6476251604621309,0.36853106738124597,0.3684210526315789,0.926829268292683,0.3684210526315789,0.7,0.926829268292683
40,5,1,14,0.75,4809,clinical_guild_split,0.6193838254172015,0.3702300880150096,0.2631578947368421,0.975609756097561,0.2631578947368421,0.8333333333333334,0.975609756097561
39,4,2,15,0.7166666666666667,4809,brain_base,0.5808729139922978,0.25080102736500653,0.21052631578947367,0.9512195121951219,0.21052631578947367,0.6666666666666666,0.9512195121951219
39,3,2,16,0.7,4809,brain_guild,0.5545571245186136,0.18364700495703276,0.15789473684210525,0.9512195121951219,0.15789473684210525,0.6,0.9512195121951219
38,3,3,16,0.6833333333333333,4809,brain_guild_split,0.5423620025673941,0.13137196671500342,0.15789473684210525,0.926829268292683,0.15789473684210525,0.5,0.926829268292683
41,18,0,1,0.9833333333333333,4809,AD_base,0.9736842105263157,0.9616714772078809,0.9473684210526315,1.0,0.9473684210526315,1.0,1.0
41,18,0,1,0.9833333333333333,4809,AD_guild,0.9736842105263157,0.9616714772078809,0.9473684210526315,1.0,0.9473684210526315,1.0,1.0
41,18,0,1,0.9833333333333333,4809,AD_guild_split,0.9736842105263157,0.9616714772078809,0.9473684210526315,1.0,0.9473684210526315,1.0,1.0
34,7,7,12,0.6833333333333333,7124,clinical_base,0.5988446726572529,0.217424789518001,0.3684210526315789,0.8292682926829268,0.3684210526315789,0.5,0.8292682926829268
35,7,6,12,0.7,7124,clinical_guild,0.6110397946084724,0.2507591385287841,0.3684210526315789,0.8536585365853658,0.3684210526315789,0.5384615384615384,0.8536585365853658
36,7,5,12,0.7166666666666667,7124,clinical_guild_split,0.6232349165596919,0.2866297455600075,0.3684210526315789,0.8780487804878049,0.3684210526315789,0.5833333333333334,0.8780487804878049
36,6,5,13,0.7,7124,brain_base,0.5969191270860078,0.23303107351690708,0.3157894736842105,0.8780487804878049,0.3157894736842105,0.5454545454545454,0.8780487804878049
35,6,6,13,0.6833333333333333,7124,brain_guild,0.5847240051347882,0.19705795007250512,0.3157894736842105,0.8536585365853658,0.3157894736842105,0.5,0.8536585365853658
35,5,6,14,0.6666666666666666,7124,brain_guild_split,0.558408215661104,0.14043594496714268,0.2631578947368421,0.8536585365853658,0.2631578947368421,0.45454545454545453,0.8536585365853658
40,19,1,0,0.9833333333333333,7124,AD_base,0.9878048780487805,0.9627197246824659,1.0,0.975609756097561,1.0,0.95,0.975609756097561
40,19,1,0,0.9833333333333333,7124,AD_guild,0.9878048780487805,0.9627197246824659,1.0,0.975609756097561,1.0,0.95,0.975609756097561
40,19,1,0,0.9833333333333333,7124,AD_guild_split,0.9878048780487805,0.9627197246824659,1.0,0.975609756097561,1.0,0.95,0.975609756097561
30,6,12,12,0.6,2592,clinical_base,0.5238095238095237,0.047619047619047616,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.7142857142857143
33,5,9,13,0.6333333333333333,2592,clinical_guild,0.5317460317460317,0.06879191604901097,0.2777777777777778,0.7857142857142857,0.2777777777777778,0.35714285714285715,0.7857142857142857
35,6,7,12,0.6833333333333333,2592,clinical_guild_split,0.5833333333333334,0.1853911687047558,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.46153846153846156,0.8333333333333334
36,4,6,14,0.6666666666666666,2592,brain_base,0.5396825396825398,0.09759000729485331,0.2222222222222222,0.8571428571428571,0.2222222222222222,0.4,0.8571428571428571
37,6,5,12,0.7166666666666667,2592,brain_guild,0.6071428571428571,0.2537813680559109,0.3333333333333333,0.8809523809523809,0.3333333333333333,0.5454545454545454,0.8809523809523809
39,6,3,12,0.75,2592,brain_guild_split,0.6309523809523809,0.3361227822436774,0.3333333333333333,0.9285714285714286,0.3333333333333333,0.6666666666666666,0.9285714285714286
41,17,1,1,0.9666666666666667,2592,AD_base,0.9603174603174603,0.9206349206349206,0.9444444444444444,0.9761904761904762,0.9444444444444444,0.9444444444444444,0.9761904761904762
41,17,1,1,0.9666666666666667,2592,AD_guild,0.9603174603174603,0.9206349206349206,0.9444444444444444,0.9761904761904762,0.9444444444444444,0.9444444444444444,0.9761904761904762
41,17,1,1,0.9666666666666667,2592,AD_guild_split,0.9603174603174603,0.9206349206349206,0.9444444444444444,0.9761904761904762,0.9444444444444444,0.9444444444444444,0.9761904761904762
34,7,5,14,0.6833333333333333,7434,clinical_base,0.6025641025641025,0.24459979523511424,0.3333333333333333,0.8717948717948718,0.3333333333333333,0.5833333333333334,0.8717948717948718
33,5,6,16,0.6333333333333333,7434,clinical_guild,0.5421245421245422,0.10385149606102373,0.23809523809523808,0.8461538461538461,0.23809523809523808,0.45454545454545453,0.8461538461538461
36,5,3,16,0.6833333333333333,7434,clinical_guild_split,0.5805860805860806,0.2261441277720514,0.23809523809523808,0.9230769230769231,0.23809523809523808,0.625,0.9230769230769231
38,8,1,13,0.7666666666666667,7434,brain_base,0.6776556776556776,0.47461853595758285,0.38095238095238093,0.9743589743589743,0.38095238095238093,0.8888888888888888,0.9743589743589743
36,6,3,15,0.7,7434,brain_guild,0.6043956043956044,0.2788995520575487,0.2857142857142857,0.9230769230769231,0.2857142857142857,0.6666666666666666,0.9230769230769231
36,8,3,13,0.7333333333333333,7434,brain_guild_split,0.652014652014652,0.3747684423071726,0.38095238095238093,0.9230769230769231,0.38095238095238093,0.7272727272727273,0.9230769230769231
38,21,1,0,0.9833333333333333,7434,AD_base,0.9871794871794871,0.9644013324700097,1.0,0.9743589743589743,1.0,0.9545454545454546,0.9743589743589743
38,21,1,0,0.9833333333333333,7434,AD_guild,0.9871794871794871,0.9644013324700097,1.0,0.9743589743589743,1.0,0.9545454545454546,0.9743589743589743
38,21,1,0,0.9833333333333333,7434,AD_guild_split,0.9871794871794871,0.9644013324700097,1.0,0.9743589743589743,1.0,0.9545454545454546,0.9743589743589743
37,5,4,14,0.7,54,clinical_base,0.582798459563543,0.21573203425626067,0.2631578947368421,0.9024390243902439,0.2631578947368421,0.5555555555555556,0.9024390243902439
37,4,4,15,0.6833333333333333,54,clinical_guild,0.5564826700898587,0.15458497426589177,0.21052631578947367,0.9024390243902439,0.21052631578947367,0.5,0.9024390243902439
39,4,2,15,0.7166666666666667,54,clinical_guild_split,0.5808729139922978,0.25080102736500653,0.21052631578947367,0.9512195121951219,0.21052631578947367,0.6666666666666666,0.9512195121951219
38,5,3,14,0.7166666666666667,54,brain_base,0.5949935815147624,0.2599838203562725,0.2631578947368421,0.926829268292683,0.2631578947368421,0.625,0.926829268292683
38,6,3,13,0.7333333333333333,54,brain_guild,0.6213093709884469,0.31607251530568425,0.3157894736842105,0.926829268292683,0.3157894736842105,0.6666666666666666,0.926829268292683
40,2,1,17,0.7,54,brain_guild_split,0.5404364569961488,0.17261310524530143,0.10526315789473684,0.975609756097561,0.10526315789473684,0.6666666666666666,0.975609756097561
40,18,1,1,0.9666666666666667,54,AD_base,0.9614890885750962,0.9229781771501926,0.9473684210526315,0.975609756097561,0.9473684210526315,0.9473684210526315,0.975609756097561
40,18,1,1,0.9666666666666667,54,AD_guild,0.9614890885750962,0.9229781771501926,0.9473684210526315,0.975609756097561,0.9473684210526315,0.9473684210526315,0.975609756097561
40,17,1,2,0.95,54,AD_guild_split,0.9351732991014121,0.8834868042641508,0.8947368421052632,0.975609756097561,0.8947368421052632,0.9444444444444444,0.975609756097561
32,5,5,18,0.6166666666666667,4316,clinical_base,0.5411280846063455,0.10731199229245879,0.21739130434782608,0.8648648648648649,0.21739130434782608,0.5,0.8648648648648649
32,5,5,18,0.6166666666666667,4316,clinical_guild,0.5411280846063455,0.10731199229245879,0.21739130434782608,0.8648648648648649,0.21739130434782608,0.5,0.8648648648648649
