,tn,tp,fp,fn,accuracy_score,seed,feature_set,ROC-AUC,MCC,sensitivity,specificity,recall_sensitivity,precision,recall_specificty
166,47,8,5,20,0.6875,435,brain_guild,0.5947802197802197,0.2450864589325623,0.2857142857142857,0.9038461538461539,0.2857142857142857,0.6153846153846154,0.9038461538461539
167,50,5,2,23,0.6875,435,brain_guild_split,0.570054945054945,0.23650429379443552,0.17857142857142858,0.9615384615384616,0.17857142857142858,0.7142857142857143,0.9615384615384616
168,52,28,0,0,1.0,435,AD_base,1.0,1.0,1.0,1.0,1.0,1.0,1.0
169,52,27,0,1,0.9875,435,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
170,52,27,0,1,0.9875,435,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
171,47,9,5,19,0.7,9196,clinical_base,0.6126373626373627,0.28278552189994244,0.32142857142857145,0.9038461538461539,0.32142857142857145,0.6428571428571429,0.9038461538461539
172,45,10,7,18,0.6875,9196,clinical_guild,0.6112637362637363,0.2594595062557205,0.35714285714285715,0.8653846153846154,0.35714285714285715,0.5882352941176471,0.8653846153846154
173,48,11,4,17,0.7375,9196,clinical_guild_split,0.657967032967033,0.3860778058021404,0.39285714285714285,0.9230769230769231,0.39285714285714285,0.7333333333333333,0.9230769230769231
174,49,7,3,21,0.7,9196,brain_base,0.5961538461538461,0.2773500981126146,0.25,0.9423076923076923,0.25,0.7,0.9423076923076923
175,49,8,3,20,0.7125,9196,brain_guild,0.6140109890109889,0.31581773045741696,0.2857142857142857,0.9423076923076923,0.2857142857142857,0.7272727272727273,0.9423076923076923
176,49,10,3,18,0.7375,9196,brain_guild_split,0.6497252747252747,0.38716556556013465,0.35714285714285715,0.9423076923076923,0.35714285714285715,0.7692307692307693,0.9423076923076923
177,52,26,0,2,0.975,9196,AD_base,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
178,52,26,0,2,0.975,9196,AD_guild,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
179,52,25,0,3,0.9625,9196,AD_guild_split,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
180,45,8,7,20,0.6625,3258,clinical_base,0.5755494505494506,0.1846459071227628,0.2857142857142857,0.8653846153846154,0.2857142857142857,0.5333333333333333,0.8653846153846154
181,42,7,10,21,0.6125,3258,clinical_guild,0.5288461538461539,0.06726727939963124,0.25,0.8076923076923077,0.25,0.4117647058823529,0.8076923076923077
182,43,10,9,18,0.6625,3258,clinical_guild_split,0.592032967032967,0.20630625167945807,0.35714285714285715,0.8269230769230769,0.35714285714285715,0.5263157894736842,0.8269230769230769
183,48,8,4,20,0.7,3258,brain_base,0.6043956043956044,0.2788995520575487,0.2857142857142857,0.9230769230769231,0.2857142857142857,0.6666666666666666,0.9230769230769231
184,46,4,6,24,0.625,3258,brain_guild,0.5137362637362637,0.03962144258751637,0.14285714285714285,0.8846153846153846,0.14285714285714285,0.4,0.8846153846153846
185,47,4,5,24,0.6375,3258,brain_guild_split,0.5233516483516483,0.07049816228444429,0.14285714285714285,0.9038461538461539,0.14285714285714285,0.4444444444444444,0.9038461538461539
186,52,26,0,2,0.975,3258,AD_base,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
187,52,27,0,1,0.9875,3258,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
188,52,24,0,4,0.95,3258,AD_guild_split,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
189,41,11,11,17,0.65,8929,clinical_base,0.5906593406593406,0.19368585371163025,0.39285714285714285,0.7884615384615384,0.39285714285714285,0.5,0.7884615384615384
190,43,10,9,18,0.6625,8929,clinical_guild,0.592032967032967,0.20630625167945807,0.35714285714285715,0.8269230769230769,0.35714285714285715,0.5263157894736842,0.8269230769230769
191,46,10,6,18,0.7,8929,clinical_guild_split,0.6208791208791209,0.28827833009852755,0.35714285714285715,0.8846153846153846,0.35714285714285715,0.625,0.8846153846153846
192,45,10,7,18,0.6875,8929,brain_base,0.6112637362637363,0.2594595062557205,0.35714285714285715,0.8653846153846154,0.35714285714285715,0.5882352941176471,0.8653846153846154
193,47,6,5,22,0.6625,8929,brain_guild,0.559065934065934,0.16361641457432444,0.21428571428571427,0.9038461538461539,0.21428571428571427,0.5454545454545454,0.9038461538461539
194,49,8,3,20,0.7125,8929,brain_guild_split,0.6140109890109889,0.31581773045741696,0.2857142857142857,0.9423076923076923,0.2857142857142857,0.7272727272727273,0.9423076923076923
195,52,27,0,1,0.9875,8929,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
196,52,27,0,1,0.9875,8929,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
197,52,27,0,1,0.9875,8929,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
198,45,8,7,20,0.6625,6874,clinical_base,0.5755494505494506,0.1846459071227628,0.2857142857142857,0.8653846153846154,0.2857142857142857,0.5333333333333333,0.8653846153846154
199,47,4,5,24,0.6375,6874,clinical_guild,0.5233516483516483,0.07049816228444429,0.14285714285714285,0.9038461538461539,0.14285714285714285,0.4444444444444444,0.9038461538461539
200,46,5,6,23,0.6375,6874,clinical_guild_split,0.5315934065934066,0.08751575663277819,0.17857142857142858,0.8846153846153846,0.17857142857142858,0.45454545454545453,0.8846153846153846
201,48,7,4,21,0.6875,6874,brain_base,0.5865384615384616,0.23971707251587068,0.25,0.9230769230769231,0.25,0.6363636363636364,0.9230769230769231
202,49,6,3,22,0.6875,6874,brain_guild,0.5782967032967032,0.2363761911890191,0.21428571428571427,0.9423076923076923,0.21428571428571427,0.6666666666666666,0.9423076923076923
203,47,7,5,21,0.675,6874,brain_guild_split,0.5769230769230769,0.20550493309503587,0.25,0.9038461538461539,0.25,0.5833333333333334,0.9038461538461539
204,52,23,0,5,0.9375,6874,AD_base,0.9107142857142857,0.8656635799107871,0.8214285714285714,1.0,0.8214285714285714,1.0,1.0
205,52,24,0,4,0.95,6874,AD_guild,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
206,52,24,0,4,0.95,6874,AD_guild_split,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
207,46,8,6,20,0.675,3612,clinical_base,0.5851648351648351,0.21381344338776134,0.2857142857142857,0.8846153846153846,0.2857142857142857,0.5714285714285714,0.8846153846153846
208,47,5,5,23,0.65,3612,clinical_guild,0.5412087912087912,0.1188643277625491,0.17857142857142858,0.9038461538461539,0.17857142857142858,0.5,0.9038461538461539
209,48,5,4,23,0.6625,3612,clinical_guild_split,0.5508241758241759,0.15343717673673168,0.17857142857142858,0.9230769230769231,0.17857142857142858,0.5555555555555556,0.9230769230769231
210,49,7,3,21,0.7,3612,brain_base,0.5961538461538461,0.2773500981126146,0.25,0.9423076923076923,0.25,0.7,0.9423076923076923
211,48,5,4,23,0.6625,3612,brain_guild,0.5508241758241759,0.15343717673673168,0.17857142857142858,0.9230769230769231,0.17857142857142858,0.5555555555555556,0.9230769230769231
212,48,7,4,21,0.6875,3612,brain_guild_split,0.5865384615384616,0.23971707251587068,0.25,0.9230769230769231,0.25,0.6363636363636364,0.9230769230769231
213,52,22,0,6,0.925,3612,AD_base,0.8928571428571428,0.8393053660837311,0.7857142857142857,1.0,0.7857142857142857,1.0,1.0
214,52,24,0,4,0.95,3612,AD_guild,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
215,52,26,0,2,0.975,3612,AD_guild_split,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
216,44,6,8,22,0.625,7360,clinical_base,0.5302197802197802,0.0758692863633992,0.21428571428571427,0.8461538461538461,0.21428571428571427,0.42857142857142855,0.8461538461538461
217,42,7,10,21,0.6125,7360,clinical_guild,0.5288461538461539,0.06726727939963124,0.25,0.8076923076923077,0.25,0.4117647058823529,0.8076923076923077
218,44,10,8,18,0.675,7360,clinical_guild_split,0.6016483516483517,0.23220893480841856,0.35714285714285715,0.8461538461538461,0.35714285714285715,0.5555555555555556,0.8461538461538461
219,48,8,4,20,0.7,7360,brain_base,0.6043956043956044,0.2788995520575487,0.2857142857142857,0.9230769230769231,0.2857142857142857,0.6666666666666666,0.9230769230769231
220,45,6,7,22,0.6375,7360,brain_guild,0.5398351648351648,0.10300735230498996,0.21428571428571427,0.8653846153846154,0.21428571428571427,0.46153846153846156,0.8653846153846154
221,46,5,6,23,0.6375,7360,brain_guild_split,0.5315934065934066,0.08751575663277819,0.17857142857142858,0.8846153846153846,0.17857142857142858,0.45454545454545453,0.8846153846153846
222,52,24,0,4,0.95,7360,AD_base,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
223,52,25,0,3,0.9625,7360,AD_guild,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
224,52,25,0,3,0.9625,7360,AD_guild_split,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
225,44,6,8,22,0.625,9655,clinical_base,0.5302197802197802,0.0758692863633992,0.21428571428571427,0.8461538461538461,0.21428571428571427,0.42857142857142855,0.8461538461538461
226,45,4,7,24,0.6125,9655,clinical_guild,0.5041208791208791,0.011415098691231938,0.14285714285714285,0.8653846153846154,0.14285714285714285,0.36363636363636365,0.8653846153846154
227,48,5,4,23,0.6625,9655,clinical_guild_split,0.5508241758241759,0.15343717673673168,0.17857142857142858,0.9230769230769231,0.17857142857142858,0.5555555555555556,0.9230769230769231
228,49,6,3,22,0.6875,9655,brain_base,0.5782967032967032,0.2363761911890191,0.21428571428571427,0.9423076923076923,0.21428571428571427,0.6666666666666666,0.9423076923076923
229,47,4,5,24,0.6375,9655,brain_guild,0.5233516483516483,0.07049816228444429,0.14285714285714285,0.9038461538461539,0.14285714285714285,0.4444444444444444,0.9038461538461539
230,49,2,3,26,0.6375,9655,brain_guild_split,0.5068681318681318,0.027066598098038335,0.07142857142857142,0.9423076923076923,0.07142857142857142,0.4,0.9423076923076923
231,52,27,0,1,0.9875,9655,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
232,52,27,0,1,0.9875,9655,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
233,52,27,0,1,0.9875,9655,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
234,44,10,8,18,0.675,4558,clinical_base,0.6016483516483517,0.23220893480841856,0.35714285714285715,0.8461538461538461,0.35714285714285715,0.5555555555555556,0.8461538461538461
235,45,5,7,23,0.625,4558,clinical_guild,0.521978021978022,0.05871569517001025,0.17857142857142858,0.8653846153846154,0.17857142857142858,0.4166666666666667,0.8653846153846154
236,48,5,4,23,0.6625,4558,clinical_guild_split,0.5508241758241759,0.15343717673673168,0.17857142857142858,0.9230769230769231,0.17857142857142858,0.5555555555555556,0.9230769230769231
237,48,8,4,20,0.7,4558,brain_base,0.6043956043956044,0.2788995520575487,0.2857142857142857,0.9230769230769231,0.2857142857142857,0.6666666666666666,0.9230769230769231
238,47,8,5,20,0.6875,4558,brain_guild,0.5947802197802197,0.2450864589325623,0.2857142857142857,0.9038461538461539,0.2857142857142857,0.6153846153846154,0.9038461538461539
239,47,7,5,21,0.675,4558,brain_guild_split,0.5769230769230769,0.20550493309503587,0.25,0.9038461538461539,0.25,0.5833333333333334,0.9038461538461539
240,52,27,0,1,0.9875,4558,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
241,52,27,0,1,0.9875,4558,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
242,52,26,0,2,0.975,4558,AD_guild_split,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
243,40,8,12,20,0.6,107,clinical_base,0.5274725274725274,0.060522753266880246,0.2857142857142857,0.7692307692307693,0.2857142857142857,0.4,0.7692307692307693
244,42,6,10,22,0.6,107,clinical_guild,0.510989010989011,0.026207120918047958,0.21428571428571427,0.8076923076923077,0.21428571428571427,0.375,0.8076923076923077
245,47,5,5,23,0.65,107,clinical_guild_split,0.5412087912087912,0.1188643277625491,0.17857142857142858,0.9038461538461539,0.17857142857142858,0.5,0.9038461538461539
246,46,8,6,20,0.675,107,brain_base,0.5851648351648351,0.21381344338776134,0.2857142857142857,0.8846153846153846,0.2857142857142857,0.5714285714285714,0.8846153846153846
247,46,5,6,23,0.6375,107,brain_guild,0.5315934065934066,0.08751575663277819,0.17857142857142858,0.8846153846153846,0.17857142857142858,0.45454545454545453,0.8846153846153846
248,48,6,4,22,0.675,107,brain_guild_split,0.5686813186813187,0.19810721293758182,0.21428571428571427,0.9230769230769231,0.21428571428571427,0.6,0.9230769230769231
249,52,27,0,1,0.9875,107,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
250,52,27,0,1,0.9875,107,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
251,52,26,0,2,0.975,107,AD_guild_split,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
252,44,12,8,16,0.7,2616,clinical_base,0.6373626373626373,0.30261376633440124,0.42857142857142855,0.8461538461538461,0.42857142857142855,0.6,0.8461538461538461
253,42,10,10,18,0.65,2616,clinical_guild,0.5824175824175825,0.18156825980064073,0.35714285714285715,0.8076923076923077,0.35714285714285715,0.5,0.8076923076923077
254,46,10,6,18,0.7,2616,clinical_guild_split,0.6208791208791209,0.28827833009852755,0.35714285714285715,0.8846153846153846,0.35714285714285715,0.625,0.8846153846153846
255,49,8,3,20,0.7125,2616,brain_base,0.6140109890109889,0.31581773045741696,0.2857142857142857,0.9423076923076923,0.2857142857142857,0.7272727272727273,0.9423076923076923
256,48,5,4,23,0.6625,2616,brain_guild,0.5508241758241759,0.15343717673673168,0.17857142857142858,0.9230769230769231,0.17857142857142858,0.5555555555555556,0.9230769230769231
257,49,5,3,23,0.675,2616,brain_guild_split,0.5604395604395604,0.19218555339901836,0.17857142857142858,0.9423076923076923,0.17857142857142858,0.625,0.9423076923076923
258,52,26,0,2,0.975,2616,AD_base,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
259,52,25,0,3,0.9625,2616,AD_guild,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
260,52,25,0,3,0.9625,2616,AD_guild_split,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
261,46,6,6,22,0.65,6925,clinical_base,0.5494505494505494,0.13211031413252305,0.21428571428571427,0.8846153846153846,0.21428571428571427,0.5,0.8846153846153846
262,47,3,5,25,0.625,6925,clinical_guild,0.5054945054945055,0.017471413945365305,0.10714285714285714,0.9038461538461539,0.10714285714285714,0.375,0.9038461538461539
263,47,0,5,28,0.5875,6925,clinical_guild_split,0.4519230769230769,-0.18946618668626836,0.0,0.9038461538461539,0.0,0.0,0.9038461538461539
264,48,5,4,23,0.6625,6925,brain_base,0.5508241758241759,0.15343717673673168,0.17857142857142858,0.9230769230769231,0.17857142857142858,0.5555555555555556,0.9230769230769231
265,48,5,4,23,0.6625,6925,brain_guild,0.5508241758241759,0.15343717673673168,0.17857142857142858,0.9230769230769231,0.17857142857142858,0.5555555555555556,0.9230769230769231
266,49,3,3,25,0.65,6925,brain_guild_split,0.5247252747252747,0.08954891411406404,0.10714285714285714,0.9423076923076923,0.10714285714285714,0.5,0.9423076923076923
267,52,26,0,2,0.975,6925,AD_base,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
268,52,27,0,1,0.9875,6925,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
269,52,27,0,1,0.9875,6925,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
270,44,8,8,20,0.65,5575,clinical_base,0.5659340659340659,0.15724272550828775,0.2857142857142857,0.8461538461538461,0.2857142857142857,0.5,0.8461538461538461
271,46,4,6,24,0.625,5575,clinical_guild,0.5137362637362637,0.03962144258751637,0.14285714285714285,0.8846153846153846,0.14285714285714285,0.4,0.8846153846153846
272,47,7,5,21,0.675,5575,clinical_guild_split,0.5769230769230769,0.20550493309503587,0.25,0.9038461538461539,0.25,0.5833333333333334,0.9038461538461539
273,48,6,4,22,0.675,5575,brain_base,0.5686813186813187,0.19810721293758182,0.21428571428571427,0.9230769230769231,0.21428571428571427,0.6,0.9230769230769231
274,46,9,6,19,0.6875,5575,brain_guild,0.603021978021978,0.251789873349222,0.32142857142857145,0.8846153846153846,0.32142857142857145,0.6,0.8846153846153846
275,48,4,4,24,0.65,5575,brain_guild_split,0.532967032967033,0.10482848367219183,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.5,0.9230769230769231
276,52,27,0,1,0.9875,5575,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
277,52,27,0,1,0.9875,5575,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
278,52,27,0,1,0.9875,5575,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
279,42,11,10,17,0.6625,4553,clinical_base,0.6002747252747253,0.21740348959593625,0.39285714285714285,0.8076923076923077,0.39285714285714285,0.5238095238095238,0.8076923076923077
280,45,5,7,23,0.625,4553,clinical_guild,0.521978021978022,0.05871569517001025,0.17857142857142858,0.8653846153846154,0.17857142857142858,0.4166666666666667,0.8653846153846154
281,48,8,4,20,0.7,4553,clinical_guild_split,0.6043956043956044,0.2788995520575487,0.2857142857142857,0.9230769230769231,0.2857142857142857,0.6666666666666666,0.9230769230769231
282,47,10,5,18,0.7125,4553,brain_base,0.6304945054945056,0.31893383957568117,0.35714285714285715,0.9038461538461539,0.35714285714285715,0.6666666666666666,0.9038461538461539
283,45,5,7,23,0.625,4553,brain_guild,0.521978021978022,0.05871569517001025,0.17857142857142858,0.8653846153846154,0.17857142857142858,0.4166666666666667,0.8653846153846154
284,48,6,4,22,0.675,4553,brain_guild_split,0.5686813186813187,0.19810721293758182,0.21428571428571427,0.9230769230769231,0.21428571428571427,0.6,0.9230769230769231
285,52,27,0,1,0.9875,4553,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
286,52,27,0,1,0.9875,4553,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
287,52,27,0,1,0.9875,4553,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
288,47,1,5,27,0.6,2548,clinical_base,0.46978021978021983,-0.10944867280607828,0.03571428571428571,0.9038461538461539,0.03571428571428571,0.16666666666666666,0.9038461538461539
289,46,3,6,25,0.6125,2548,clinical_guild,0.4958791208791209,-0.01244085216784311,0.10714285714285714,0.8846153846153846,0.10714285714285714,0.3333333333333333,0.8846153846153846
290,49,1,3,27,0.625,2548,clinical_guild_split,0.48901098901098905,-0.04809860702438819,0.03571428571428571,0.9423076923076923,0.03571428571428571,0.25,0.9423076923076923
291,48,3,4,25,0.6375,2548,brain_base,0.5151098901098902,0.05101073003409393,0.10714285714285714,0.9230769230769231,0.10714285714285714,0.42857142857142855,0.9230769230769231
292,47,4,5,24,0.6375,2548,brain_guild,0.5233516483516483,0.07049816228444429,0.14285714285714285,0.9038461538461539,0.14285714285714285,0.4444444444444444,0.9038461538461539
293,49,3,3,25,0.65,2548,brain_guild_split,0.5247252747252747,0.08954891411406404,0.10714285714285714,0.9423076923076923,0.10714285714285714,0.5,0.9423076923076923
294,52,23,0,5,0.9375,2548,AD_base,0.9107142857142857,0.8656635799107871,0.8214285714285714,1.0,0.8214285714285714,1.0,1.0
295,52,23,0,5,0.9375,2548,AD_guild,0.9107142857142857,0.8656635799107871,0.8214285714285714,1.0,0.8214285714285714,1.0,1.0
296,52,25,0,3,0.9625,2548,AD_guild_split,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
297,45,8,7,20,0.6625,3528,clinical_base,0.5755494505494506,0.1846459071227628,0.2857142857142857,0.8653846153846154,0.2857142857142857,0.5333333333333333,0.8653846153846154
298,46,5,6,23,0.6375,3528,clinical_guild,0.5315934065934066,0.08751575663277819,0.17857142857142858,0.8846153846153846,0.17857142857142858,0.45454545454545453,0.8846153846153846
299,45,9,7,19,0.675,3528,clinical_guild_split,0.5934065934065934,0.22276052780340766,0.32142857142857145,0.8653846153846154,0.32142857142857145,0.5625,0.8653846153846154
300,47,9,5,19,0.7,3528,brain_base,0.6126373626373627,0.28278552189994244,0.32142857142857145,0.9038461538461539,0.32142857142857145,0.6428571428571429,0.9038461538461539
301,48,6,4,22,0.675,3528,brain_guild,0.5686813186813187,0.19810721293758182,0.21428571428571427,0.9230769230769231,0.21428571428571427,0.6,0.9230769230769231
302,47,6,5,22,0.6625,3528,brain_guild_split,0.559065934065934,0.16361641457432444,0.21428571428571427,0.9038461538461539,0.21428571428571427,0.5454545454545454,0.9038461538461539
303,52,27,0,1,0.9875,3528,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
304,52,27,0,1,0.9875,3528,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
305,52,27,0,1,0.9875,3528,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
306,40,9,12,19,0.6125,5515,clinical_base,0.5453296703296703,0.09827828981734105,0.32142857142857145,0.7692307692307693,0.32142857142857145,0.42857142857142855,0.7692307692307693
307,43,8,9,20,0.6375,5515,clinical_guild,0.5563186813186812,0.13133135501832766,0.2857142857142857,0.8269230769230769,0.2857142857142857,0.47058823529411764,0.8269230769230769
308,46,7,6,21,0.6625,5515,clinical_guild_split,0.5673076923076923,0.17404690561877614,0.25,0.8846153846153846,0.25,0.5384615384615384,0.8846153846153846
309,45,5,7,23,0.625,5515,brain_base,0.521978021978022,0.05871569517001025,0.17857142857142858,0.8653846153846154,0.17857142857142858,0.4166666666666667,0.8653846153846154
310,47,4,5,24,0.6375,5515,brain_guild,0.5233516483516483,0.07049816228444429,0.14285714285714285,0.9038461538461539,0.14285714285714285,0.4444444444444444,0.9038461538461539
311,48,3,4,25,0.6375,5515,brain_guild_split,0.5151098901098902,0.05101073003409393,0.10714285714285714,0.9230769230769231,0.10714285714285714,0.42857142857142855,0.9230769230769231
312,52,26,0,2,0.975,5515,AD_base,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
313,52,27,0,1,0.9875,5515,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
314,52,27,0,1,0.9875,5515,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
315,48,4,4,24,0.65,1675,clinical_base,0.532967032967033,0.10482848367219183,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.5,0.9230769230769231
316,48,4,4,24,0.65,1675,clinical_guild,0.532967032967033,0.10482848367219183,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.5,0.9230769230769231
317,50,1,2,27,0.6375,1675,clinical_guild_split,0.4986263736263737,-0.006897207851218108,0.03571428571428571,0.9615384615384616,0.03571428571428571,0.3333333333333333,0.9615384615384616
318,50,7,2,21,0.7125,1675,brain_base,0.6057692307692307,0.3193152056413065,0.25,0.9615384615384616,0.25,0.7777777777777778,0.9615384615384616
319,50,8,2,20,0.725,1675,brain_guild,0.6236263736263735,0.3565929832876473,0.2857142857142857,0.9615384615384616,0.2857142857142857,0.8,0.9615384615384616
320,51,3,1,25,0.675,1675,brain_guild_split,0.5439560439560439,0.19239442809755275,0.10714285714285714,0.9807692307692307,0.10714285714285714,0.75,0.9807692307692307
321,52,26,0,2,0.975,1675,AD_base,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
322,52,26,0,2,0.975,1675,AD_guild,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
323,52,27,0,1,0.9875,1675,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
324,44,7,8,21,0.6375,1520,clinical_base,0.5480769230769231,0.1175019408963036,0.25,0.8461538461538461,0.25,0.4666666666666667,0.8461538461538461
325,43,5,9,23,0.6,1520,clinical_guild,0.5027472527472527,0.006897207851218108,0.17857142857142858,0.8269230769230769,0.17857142857142858,0.35714285714285715,0.8269230769230769
326,46,2,6,26,0.6,1520,clinical_guild_split,0.478021978021978,-0.06988565578146122,0.07142857142857142,0.8846153846153846,0.07142857142857142,0.25,0.8846153846153846
327,48,7,4,21,0.6875,1520,brain_base,0.5865384615384616,0.23971707251587068,0.25,0.9230769230769231,0.25,0.6363636363636364,0.9230769230769231
328,47,6,5,22,0.6625,1520,brain_guild,0.559065934065934,0.16361641457432444,0.21428571428571427,0.9038461538461539,0.21428571428571427,0.5454545454545454,0.9038461538461539
329,46,7,6,21,0.6625,1520,brain_guild_split,0.5673076923076923,0.17404690561877614,0.25,0.8846153846153846,0.25,0.5384615384615384,0.8846153846153846
330,52,27,0,1,0.9875,1520,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
331,52,27,0,1,0.9875,1520,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
332,52,27,0,1,0.9875,1520,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
333,41,6,11,22,0.5875,6225,clinical_base,0.5013736263736264,0.003203203780934821,0.21428571428571427,0.7884615384615384,0.21428571428571427,0.35294117647058826,0.7884615384615384
334,44,5,8,23,0.6125,6225,clinical_guild,0.5123626373626373,0.03196779899120378,0.17857142857142858,0.8461538461538461,0.17857142857142858,0.38461538461538464,0.8461538461538461
335,48,4,4,24,0.65,6225,clinical_guild_split,0.532967032967033,0.10482848367219183,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.5,0.9230769230769231
336,43,9,9,19,0.65,6225,brain_base,0.5741758241758241,0.16944976323857572,0.32142857142857145,0.8269230769230769,0.32142857142857145,0.5,0.8269230769230769
337,44,9,8,19,0.6625,6225,brain_guild,0.5837912087912088,0.19539543063702408,0.32142857142857145,0.8461538461538461,0.32142857142857145,0.5294117647058824,0.8461538461538461
338,47,8,5,20,0.6875,6225,brain_guild_split,0.5947802197802197,0.2450864589325623,0.2857142857142857,0.9038461538461539,0.2857142857142857,0.6153846153846154,0.9038461538461539
