,tn,tp,fp,fn,accuracy_score,seed,feature_set,ROC-AUC,MCC,sensitivity,specificity,recall_sensitivity,precision,recall_specificty
339,52,27,0,1,0.9875,6225,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
340,52,27,0,1,0.9875,6225,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
341,52,25,0,3,0.9625,6225,AD_guild_split,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
342,44,10,8,18,0.675,1585,clinical_base,0.6016483516483517,0.23220893480841856,0.35714285714285715,0.8461538461538461,0.35714285714285715,0.5555555555555556,0.8461538461538461
343,45,11,7,17,0.7,1585,clinical_guild,0.6291208791208791,0.29496810637826143,0.39285714285714285,0.8653846153846154,0.39285714285714285,0.6111111111111112,0.8653846153846154
344,43,11,9,17,0.675,1585,clinical_guild_split,0.6098901098901098,0.24209101306752098,0.39285714285714285,0.8269230769230769,0.39285714285714285,0.55,0.8269230769230769
345,45,8,7,20,0.6625,1585,brain_base,0.5755494505494506,0.1846459071227628,0.2857142857142857,0.8653846153846154,0.2857142857142857,0.5333333333333333,0.8653846153846154
346,47,10,5,18,0.7125,1585,brain_guild,0.6304945054945056,0.31893383957568117,0.35714285714285715,0.9038461538461539,0.35714285714285715,0.6666666666666666,0.9038461538461539
347,46,7,6,21,0.6625,1585,brain_guild_split,0.5673076923076923,0.17404690561877614,0.25,0.8846153846153846,0.25,0.5384615384615384,0.8846153846153846
348,52,25,0,3,0.9625,1585,AD_base,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
349,52,27,0,1,0.9875,1585,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
350,52,27,0,1,0.9875,1585,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
351,42,11,10,17,0.6625,5882,clinical_base,0.6002747252747253,0.21740348959593625,0.39285714285714285,0.8076923076923077,0.39285714285714285,0.5238095238095238,0.8076923076923077
352,44,7,8,21,0.6375,5882,clinical_guild,0.5480769230769231,0.1175019408963036,0.25,0.8461538461538461,0.25,0.4666666666666667,0.8461538461538461
353,45,7,7,21,0.65,5882,clinical_guild_split,0.5576923076923077,0.14484136487558028,0.25,0.8653846153846154,0.25,0.5,0.8653846153846154
354,49,11,3,17,0.75,5882,brain_base,0.6675824175824175,0.4207296789243046,0.39285714285714285,0.9423076923076923,0.39285714285714285,0.7857142857142857,0.9423076923076923
355,46,8,6,20,0.675,5882,brain_guild,0.5851648351648351,0.21381344338776134,0.2857142857142857,0.8846153846153846,0.2857142857142857,0.5714285714285714,0.8846153846153846
356,47,5,5,23,0.65,5882,brain_guild_split,0.5412087912087912,0.1188643277625491,0.17857142857142858,0.9038461538461539,0.17857142857142858,0.5,0.9038461538461539
357,52,24,0,4,0.95,5882,AD_base,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
358,52,24,0,4,0.95,5882,AD_guild,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
359,52,26,0,2,0.975,5882,AD_guild_split,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
360,45,10,7,18,0.6875,5636,clinical_base,0.6112637362637363,0.2594595062557205,0.35714285714285715,0.8653846153846154,0.35714285714285715,0.5882352941176471,0.8653846153846154
361,46,5,6,23,0.6375,5636,clinical_guild,0.5315934065934066,0.08751575663277819,0.17857142857142858,0.8846153846153846,0.17857142857142858,0.45454545454545453,0.8846153846153846
362,46,4,6,24,0.625,5636,clinical_guild_split,0.5137362637362637,0.03962144258751637,0.14285714285714285,0.8846153846153846,0.14285714285714285,0.4,0.8846153846153846
363,46,10,6,18,0.7,5636,brain_base,0.6208791208791209,0.28827833009852755,0.35714285714285715,0.8846153846153846,0.35714285714285715,0.625,0.8846153846153846
364,45,10,7,18,0.6875,5636,brain_guild,0.6112637362637363,0.2594595062557205,0.35714285714285715,0.8653846153846154,0.35714285714285715,0.5882352941176471,0.8653846153846154
365,46,12,6,16,0.725,5636,brain_guild_split,0.6565934065934066,0.35772727794810427,0.42857142857142855,0.8846153846153846,0.42857142857142855,0.6666666666666666,0.8846153846153846
366,52,26,0,2,0.975,5636,AD_base,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
367,52,25,0,3,0.9625,5636,AD_guild,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
368,52,27,0,1,0.9875,5636,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
369,45,8,7,20,0.6625,9892,clinical_base,0.5755494505494506,0.1846459071227628,0.2857142857142857,0.8653846153846154,0.2857142857142857,0.5333333333333333,0.8653846153846154
370,42,7,10,21,0.6125,9892,clinical_guild,0.5288461538461539,0.06726727939963124,0.25,0.8076923076923077,0.25,0.4117647058823529,0.8076923076923077
371,45,8,7,20,0.6625,9892,clinical_guild_split,0.5755494505494506,0.1846459071227628,0.2857142857142857,0.8653846153846154,0.2857142857142857,0.5333333333333333,0.8653846153846154
372,46,9,6,19,0.6875,9892,brain_base,0.603021978021978,0.251789873349222,0.32142857142857145,0.8846153846153846,0.32142857142857145,0.6,0.8846153846153846
373,46,9,6,19,0.6875,9892,brain_guild,0.603021978021978,0.251789873349222,0.32142857142857145,0.8846153846153846,0.32142857142857145,0.6,0.8846153846153846
374,47,9,5,19,0.7,9892,brain_guild_split,0.6126373626373627,0.28278552189994244,0.32142857142857145,0.9038461538461539,0.32142857142857145,0.6428571428571429,0.9038461538461539
375,52,27,0,1,0.9875,9892,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
376,52,27,0,1,0.9875,9892,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
377,52,27,0,1,0.9875,9892,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
378,34,7,18,21,0.5125,4334,clinical_base,0.4519230769230769,-0.09894548898363072,0.25,0.6538461538461539,0.25,0.28,0.6538461538461539
379,42,4,10,24,0.575,4334,clinical_guild,0.47527472527472525,-0.062074870660962976,0.14285714285714285,0.8076923076923077,0.14285714285714285,0.2857142857142857,0.8076923076923077
380,43,5,9,23,0.6,4334,clinical_guild_split,0.5027472527472527,0.006897207851218108,0.17857142857142858,0.8269230769230769,0.17857142857142858,0.35714285714285715,0.8269230769230769
381,39,12,13,16,0.6375,4334,brain_base,0.5892857142857143,0.18375590811245707,0.42857142857142855,0.75,0.42857142857142855,0.48,0.75
382,45,4,7,24,0.6125,4334,brain_guild,0.5041208791208791,0.011415098691231938,0.14285714285714285,0.8653846153846154,0.14285714285714285,0.36363636363636365,0.8653846153846154
383,48,3,4,25,0.6375,4334,brain_guild_split,0.5151098901098902,0.05101073003409393,0.10714285714285714,0.9230769230769231,0.10714285714285714,0.42857142857142855,0.9230769230769231
384,52,27,0,1,0.9875,4334,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
385,52,27,0,1,0.9875,4334,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
386,52,26,0,2,0.975,4334,AD_guild_split,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
387,46,10,6,18,0.7,712,clinical_base,0.6208791208791209,0.28827833009852755,0.35714285714285715,0.8846153846153846,0.35714285714285715,0.625,0.8846153846153846
388,45,9,7,19,0.675,712,clinical_guild,0.5934065934065934,0.22276052780340766,0.32142857142857145,0.8653846153846154,0.32142857142857145,0.5625,0.8653846153846154
389,49,7,3,21,0.7,712,clinical_guild_split,0.5961538461538461,0.2773500981126146,0.25,0.9423076923076923,0.25,0.7,0.9423076923076923
390,49,9,3,19,0.725,712,brain_base,0.6318681318681318,0.3522941710200615,0.32142857142857145,0.9423076923076923,0.32142857142857145,0.75,0.9423076923076923
391,46,7,6,21,0.6625,712,brain_guild,0.5673076923076923,0.17404690561877614,0.25,0.8846153846153846,0.25,0.5384615384615384,0.8846153846153846
392,47,5,5,23,0.65,712,brain_guild_split,0.5412087912087912,0.1188643277625491,0.17857142857142858,0.9038461538461539,0.17857142857142858,0.5,0.9038461538461539
393,52,27,0,1,0.9875,712,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
394,52,27,0,1,0.9875,712,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
395,52,27,0,1,0.9875,712,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
396,42,8,10,20,0.625,7528,clinical_base,0.5467032967032966,0.10669059166873285,0.2857142857142857,0.8076923076923077,0.2857142857142857,0.4444444444444444,0.8076923076923077
397,46,8,6,20,0.675,7528,clinical_guild,0.5851648351648351,0.21381344338776134,0.2857142857142857,0.8846153846153846,0.2857142857142857,0.5714285714285714,0.8846153846153846
398,45,5,7,23,0.625,7528,clinical_guild_split,0.521978021978022,0.05871569517001025,0.17857142857142858,0.8653846153846154,0.17857142857142858,0.4166666666666667,0.8653846153846154
399,47,8,5,20,0.6875,7528,brain_base,0.5947802197802197,0.2450864589325623,0.2857142857142857,0.9038461538461539,0.2857142857142857,0.6153846153846154,0.9038461538461539
400,46,7,6,21,0.6625,7528,brain_guild,0.5673076923076923,0.17404690561877614,0.25,0.8846153846153846,0.25,0.5384615384615384,0.8846153846153846
401,48,6,4,22,0.675,7528,brain_guild_split,0.5686813186813187,0.19810721293758182,0.21428571428571427,0.9230769230769231,0.21428571428571427,0.6,0.9230769230769231
402,52,24,0,4,0.95,7528,AD_base,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
403,52,25,0,3,0.9625,7528,AD_guild,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
404,52,24,0,4,0.95,7528,AD_guild_split,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
405,40,9,12,19,0.6125,8786,clinical_base,0.5453296703296703,0.09827828981734105,0.32142857142857145,0.7692307692307693,0.32142857142857145,0.42857142857142855,0.7692307692307693
406,45,8,7,20,0.6625,8786,clinical_guild,0.5755494505494506,0.1846459071227628,0.2857142857142857,0.8653846153846154,0.2857142857142857,0.5333333333333333,0.8653846153846154
407,48,14,4,14,0.775,8786,clinical_guild_split,0.7115384615384616,0.48324562108778996,0.5,0.9230769230769231,0.5,0.7777777777777778,0.9230769230769231
408,45,8,7,20,0.6625,8786,brain_base,0.5755494505494506,0.1846459071227628,0.2857142857142857,0.8653846153846154,0.2857142857142857,0.5333333333333333,0.8653846153846154
409,46,8,6,20,0.675,8786,brain_guild,0.5851648351648351,0.21381344338776134,0.2857142857142857,0.8846153846153846,0.2857142857142857,0.5714285714285714,0.8846153846153846
410,47,10,5,18,0.7125,8786,brain_guild_split,0.6304945054945056,0.31893383957568117,0.35714285714285715,0.9038461538461539,0.35714285714285715,0.6666666666666666,0.9038461538461539
411,52,27,0,1,0.9875,8786,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
412,52,27,0,1,0.9875,8786,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
413,52,27,0,1,0.9875,8786,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
414,44,5,8,23,0.6125,2046,clinical_base,0.5123626373626373,0.03196779899120378,0.17857142857142858,0.8461538461538461,0.17857142857142858,0.38461538461538464,0.8461538461538461
415,47,3,5,25,0.625,2046,clinical_guild,0.5054945054945055,0.017471413945365305,0.10714285714285714,0.9038461538461539,0.10714285714285714,0.375,0.9038461538461539
416,49,3,3,25,0.65,2046,clinical_guild_split,0.5247252747252747,0.08954891411406404,0.10714285714285714,0.9423076923076923,0.10714285714285714,0.5,0.9423076923076923
417,50,6,2,22,0.7,2046,brain_base,0.5879120879120878,0.2795426231258449,0.21428571428571427,0.9615384615384616,0.21428571428571427,0.75,0.9615384615384616
418,48,8,4,20,0.7,2046,brain_guild,0.6043956043956044,0.2788995520575487,0.2857142857142857,0.9230769230769231,0.2857142857142857,0.6666666666666666,0.9230769230769231
419,46,7,6,21,0.6625,2046,brain_guild_split,0.5673076923076923,0.17404690561877614,0.25,0.8846153846153846,0.25,0.5384615384615384,0.8846153846153846
420,52,27,0,1,0.9875,2046,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
421,52,27,0,1,0.9875,2046,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
422,52,24,0,4,0.95,2046,AD_guild_split,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
423,44,10,8,18,0.675,6202,clinical_base,0.6016483516483517,0.23220893480841856,0.35714285714285715,0.8461538461538461,0.35714285714285715,0.5555555555555556,0.8461538461538461
424,42,11,10,17,0.6625,6202,clinical_guild,0.6002747252747253,0.21740348959593625,0.39285714285714285,0.8076923076923077,0.39285714285714285,0.5238095238095238,0.8076923076923077
425,46,10,6,18,0.7,6202,clinical_guild_split,0.6208791208791209,0.28827833009852755,0.35714285714285715,0.8846153846153846,0.35714285714285715,0.625,0.8846153846153846
426,48,8,4,20,0.7,6202,brain_base,0.6043956043956044,0.2788995520575487,0.2857142857142857,0.9230769230769231,0.2857142857142857,0.6666666666666666,0.9230769230769231
427,45,9,7,19,0.675,6202,brain_guild,0.5934065934065934,0.22276052780340766,0.32142857142857145,0.8653846153846154,0.32142857142857145,0.5625,0.8653846153846154
428,47,11,5,17,0.725,6202,brain_guild_split,0.6483516483516484,0.35379613239364743,0.39285714285714285,0.9038461538461539,0.39285714285714285,0.6875,0.9038461538461539
429,52,27,0,1,0.9875,6202,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
430,52,27,0,1,0.9875,6202,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
431,52,27,0,1,0.9875,6202,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
432,40,11,12,17,0.6375,1292,clinical_base,0.5810439560439559,0.17081655924661018,0.39285714285714285,0.7692307692307693,0.39285714285714285,0.4782608695652174,0.7692307692307693
433,44,10,8,18,0.675,1292,clinical_guild,0.6016483516483517,0.23220893480841856,0.35714285714285715,0.8461538461538461,0.35714285714285715,0.5555555555555556,0.8461538461538461
434,42,13,10,15,0.6875,1292,clinical_guild_split,0.635989010989011,0.286624396023973,0.4642857142857143,0.8076923076923077,0.4642857142857143,0.5652173913043478,0.8076923076923077
435,44,7,8,21,0.6375,1292,brain_base,0.5480769230769231,0.1175019408963036,0.25,0.8461538461538461,0.25,0.4666666666666667,0.8461538461538461
436,46,10,6,18,0.7,1292,brain_guild,0.6208791208791209,0.28827833009852755,0.35714285714285715,0.8846153846153846,0.35714285714285715,0.625,0.8846153846153846
437,46,8,6,20,0.675,1292,brain_guild_split,0.5851648351648351,0.21381344338776134,0.2857142857142857,0.8846153846153846,0.2857142857142857,0.5714285714285714,0.8846153846153846
438,52,27,0,1,0.9875,1292,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
439,52,26,0,2,0.975,1292,AD_guild,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
440,52,27,0,1,0.9875,1292,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
441,44,7,8,21,0.6375,9045,clinical_base,0.5480769230769231,0.1175019408963036,0.25,0.8461538461538461,0.25,0.4666666666666667,0.8461538461538461
442,44,9,8,19,0.6625,9045,clinical_guild,0.5837912087912088,0.19539543063702408,0.32142857142857145,0.8461538461538461,0.32142857142857145,0.5294117647058824,0.8461538461538461
443,47,6,5,22,0.6625,9045,clinical_guild_split,0.559065934065934,0.16361641457432444,0.21428571428571427,0.9038461538461539,0.21428571428571427,0.5454545454545454,0.9038461538461539
444,46,9,6,19,0.6875,9045,brain_base,0.603021978021978,0.251789873349222,0.32142857142857145,0.8846153846153846,0.32142857142857145,0.6,0.8846153846153846
445,45,9,7,19,0.675,9045,brain_guild,0.5934065934065934,0.22276052780340766,0.32142857142857145,0.8653846153846154,0.32142857142857145,0.5625,0.8653846153846154
446,47,8,5,20,0.6875,9045,brain_guild_split,0.5947802197802197,0.2450864589325623,0.2857142857142857,0.9038461538461539,0.2857142857142857,0.6153846153846154,0.9038461538461539
447,52,27,0,1,0.9875,9045,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
448,52,27,0,1,0.9875,9045,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
449,52,26,0,2,0.975,9045,AD_guild_split,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
450,45,5,7,23,0.625,4804,clinical_base,0.521978021978022,0.05871569517001025,0.17857142857142858,0.8653846153846154,0.17857142857142858,0.4166666666666667,0.8653846153846154
451,47,1,5,27,0.6,4804,clinical_guild,0.46978021978021983,-0.10944867280607828,0.03571428571428571,0.9038461538461539,0.03571428571428571,0.16666666666666666,0.9038461538461539
452,47,1,5,27,0.6,4804,clinical_guild_split,0.46978021978021983,-0.10944867280607828,0.03571428571428571,0.9038461538461539,0.03571428571428571,0.16666666666666666,0.9038461538461539
453,47,4,5,24,0.6375,4804,brain_base,0.5233516483516483,0.07049816228444429,0.14285714285714285,0.9038461538461539,0.14285714285714285,0.4444444444444444,0.9038461538461539
454,48,3,4,25,0.6375,4804,brain_guild,0.5151098901098902,0.05101073003409393,0.10714285714285714,0.9230769230769231,0.10714285714285714,0.42857142857142855,0.9230769230769231
455,50,4,2,24,0.675,4804,brain_guild_split,0.5521978021978021,0.18904770757413522,0.14285714285714285,0.9615384615384616,0.14285714285714285,0.6666666666666666,0.9615384615384616
456,52,26,0,2,0.975,4804,AD_base,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
457,52,27,0,1,0.9875,4804,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
458,52,24,0,4,0.95,4804,AD_guild_split,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
459,44,5,8,23,0.6125,5926,clinical_base,0.5123626373626373,0.03196779899120378,0.17857142857142858,0.8461538461538461,0.17857142857142858,0.38461538461538464,0.8461538461538461
460,48,5,4,23,0.6625,5926,clinical_guild,0.5508241758241759,0.15343717673673168,0.17857142857142858,0.9230769230769231,0.17857142857142858,0.5555555555555556,0.9230769230769231
461,50,4,2,24,0.675,5926,clinical_guild_split,0.5521978021978021,0.18904770757413522,0.14285714285714285,0.9615384615384616,0.14285714285714285,0.6666666666666666,0.9615384615384616
462,49,6,3,22,0.6875,5926,brain_base,0.5782967032967032,0.2363761911890191,0.21428571428571427,0.9423076923076923,0.21428571428571427,0.6666666666666666,0.9423076923076923
463,50,6,2,22,0.7,5926,brain_guild,0.5879120879120878,0.2795426231258449,0.21428571428571427,0.9615384615384616,0.21428571428571427,0.75,0.9615384615384616
464,52,3,0,25,0.6875,5926,brain_guild_split,0.5535714285714286,0.2689911061975062,0.10714285714285714,1.0,0.10714285714285714,1.0,1.0
465,52,25,0,3,0.9625,5926,AD_base,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
466,52,25,0,3,0.9625,5926,AD_guild,0.9464285714285714,0.9187795405622853,0.8928571428571429,1.0,0.8928571428571429,1.0,1.0
467,52,24,0,4,0.95,5926,AD_guild_split,0.9285714285714286,0.8921425711997711,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0
468,48,6,4,22,0.675,9460,clinical_base,0.5686813186813187,0.19810721293758182,0.21428571428571427,0.9230769230769231,0.21428571428571427,0.6,0.9230769230769231
469,48,7,4,21,0.6875,9460,clinical_guild,0.5865384615384616,0.23971707251587068,0.25,0.9230769230769231,0.25,0.6363636363636364,0.9230769230769231
470,47,2,5,26,0.6125,9460,clinical_guild_split,0.4876373626373626,-0.04173605184607686,0.07142857142857142,0.9038461538461539,0.07142857142857142,0.2857142857142857,0.9038461538461539
471,48,8,4,20,0.7,9460,brain_base,0.6043956043956044,0.2788995520575487,0.2857142857142857,0.9230769230769231,0.2857142857142857,0.6666666666666666,0.9230769230769231
472,49,5,3,23,0.675,9460,brain_guild,0.5604395604395604,0.19218555339901836,0.17857142857142858,0.9423076923076923,0.17857142857142858,0.625,0.9423076923076923
473,47,7,5,21,0.675,9460,brain_guild_split,0.5769230769230769,0.20550493309503587,0.25,0.9038461538461539,0.25,0.5833333333333334,0.9038461538461539
474,52,27,0,1,0.9875,9460,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
475,52,27,0,1,0.9875,9460,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
476,52,27,0,1,0.9875,9460,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
477,45,11,7,17,0.7,3151,clinical_base,0.6291208791208791,0.29496810637826143,0.39285714285714285,0.8653846153846154,0.39285714285714285,0.6111111111111112,0.8653846153846154
478,46,10,6,18,0.7,3151,clinical_guild,0.6208791208791209,0.28827833009852755,0.35714285714285715,0.8846153846153846,0.35714285714285715,0.625,0.8846153846153846
479,46,10,6,18,0.7,3151,clinical_guild_split,0.6208791208791209,0.28827833009852755,0.35714285714285715,0.8846153846153846,0.35714285714285715,0.625,0.8846153846153846
480,48,9,4,19,0.7125,3151,brain_base,0.6222527472527473,0.3161260122463485,0.32142857142857145,0.9230769230769231,0.32142857142857145,0.6923076923076923,0.9230769230769231
481,45,9,7,19,0.675,3151,brain_guild,0.5934065934065934,0.22276052780340766,0.32142857142857145,0.8653846153846154,0.32142857142857145,0.5625,0.8653846153846154
482,47,8,5,20,0.6875,3151,brain_guild_split,0.5947802197802197,0.2450864589325623,0.2857142857142857,0.9038461538461539,0.2857142857142857,0.6153846153846154,0.9038461538461539
483,52,26,0,2,0.975,3151,AD_base,0.9642857142857143,0.9456108576893004,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0
484,52,27,0,1,0.9875,3151,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
485,52,27,0,1,0.9875,3151,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
486,43,7,9,21,0.625,1140,clinical_base,0.5384615384615384,0.09172492321316786,0.25,0.8269230769230769,0.25,0.4375,0.8269230769230769
487,43,4,9,24,0.5875,1140,clinical_guild,0.48489010989010983,-0.0390717543225824,0.14285714285714285,0.8269230769230769,0.14285714285714285,0.3076923076923077,0.8269230769230769
488,45,6,7,22,0.6375,1140,clinical_guild_split,0.5398351648351648,0.10300735230498996,0.21428571428571427,0.8653846153846154,0.21428571428571427,0.46153846153846156,0.8653846153846154
489,45,9,7,19,0.675,1140,brain_base,0.5934065934065934,0.22276052780340766,0.32142857142857145,0.8653846153846154,0.32142857142857145,0.5625,0.8653846153846154
490,47,6,5,22,0.6625,1140,brain_guild,0.559065934065934,0.16361641457432444,0.21428571428571427,0.9038461538461539,0.21428571428571427,0.5454545454545454,0.9038461538461539
491,47,8,5,20,0.6875,1140,brain_guild_split,0.5947802197802197,0.2450864589325623,0.2857142857142857,0.9038461538461539,0.2857142857142857,0.6153846153846154,0.9038461538461539
492,52,27,0,1,0.9875,1140,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
493,52,27,0,1,0.9875,1140,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
494,52,27,0,1,0.9875,1140,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
495,42,9,10,19,0.6375,751,clinical_base,0.5645604395604396,0.1447222959542467,0.32142857142857145,0.8076923076923077,0.32142857142857145,0.47368421052631576,0.8076923076923077
496,41,8,11,20,0.6125,751,clinical_guild,0.5370879120879121,0.08313834022903534,0.2857142857142857,0.7884615384615384,0.2857142857142857,0.42105263157894735,0.7884615384615384
497,46,8,6,20,0.675,751,clinical_guild_split,0.5851648351648351,0.21381344338776134,0.2857142857142857,0.8846153846153846,0.2857142857142857,0.5714285714285714,0.8846153846153846
498,46,9,6,19,0.6875,751,brain_base,0.603021978021978,0.251789873349222,0.32142857142857145,0.8846153846153846,0.32142857142857145,0.6,0.8846153846153846
499,45,7,7,21,0.65,751,brain_guild,0.5576923076923077,0.14484136487558028,0.25,0.8653846153846154,0.25,0.5,0.8653846153846154
500,47,7,5,21,0.675,751,brain_guild_split,0.5769230769230769,0.20550493309503587,0.25,0.9038461538461539,0.25,0.5833333333333334,0.9038461538461539
501,52,27,0,1,0.9875,751,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
502,52,27,0,1,0.9875,751,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
503,52,27,0,1,0.9875,751,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
504,45,10,7,18,0.6875,3734,clinical_base,0.6112637362637363,0.2594595062557205,0.35714285714285715,0.8653846153846154,0.35714285714285715,0.5882352941176471,0.8653846153846154
505,41,8,11,20,0.6125,3734,clinical_guild,0.5370879120879121,0.08313834022903534,0.2857142857142857,0.7884615384615384,0.2857142857142857,0.42105263157894735,0.7884615384615384
506,50,6,2,22,0.7,3734,clinical_guild_split,0.5879120879120878,0.2795426231258449,0.21428571428571427,0.9615384615384616,0.21428571428571427,0.75,0.9615384615384616
507,46,11,6,17,0.7125,3734,brain_base,0.6387362637362637,0.32352358187441693,0.39285714285714285,0.8846153846153846,0.39285714285714285,0.6470588235294118,0.8846153846153846
508,46,10,6,18,0.7,3734,brain_guild,0.6208791208791209,0.28827833009852755,0.35714285714285715,0.8846153846153846,0.35714285714285715,0.625,0.8846153846153846
509,49,7,3,21,0.7,3734,brain_guild_split,0.5961538461538461,0.2773500981126146,0.25,0.9423076923076923,0.25,0.7,0.9423076923076923
510,52,27,0,1,0.9875,3734,AD_base,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
511,52,27,0,1,0.9875,3734,AD_guild,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
512,52,27,0,1,0.9875,3734,AD_guild_split,0.9821428571428572,0.9726724238945256,0.9642857142857143,1.0,0.9642857142857143,1.0,1.0
