"term","estimate","std.error","statistic","p.value"
"(Intercept)",3.79062667993931,2.78788741461644,1.35967710176016,0.177614429609353
"guild_abundance",-0.0720127440930606,0.885722836090919,-0.081303926193079,0.93539598835053
"AD_StatusPreclinical",47.4052703692006,4.72031603071628,10.0428170615532,5.40838475056343e-16
"guild_abundance:AD_StatusPreclinical",1.60261229617928,1.02832634728539,1.55846662920765,0.122927724039983
