#mpa_v31_CHOCOPhlAn_201901
clade_name	AD_10034_01	AD_10034_02	AD_10034_03	AD_11680_01	AD_11680_02	AD_16532_01	AD_16564_01	AD_16564_02	AD_16564_03	AD_16564_04	AD_16644_01	AD_16644_02	AD_22647_01	AD_22647_02	AD_24238_01	AD_24741_01	AD_24882_01	AD_24882_02	AD_25632_01	AD_28940_01	AD_28940_02	AD_30530_01	AD_30900_01	AD_61097_01	AD_61707_01	AD_61707_02	AD_61909_01	AD_61909_02	AD_62360_01	AD_62360_02	AD_62360_03	AD_62483_01	AD_62483_02	AD_62568_01	AD_62568_02	AD_62568_03	AD_62587_01	AD_62587_02	AD_62587_03	AD_62593_01	AD_62593_02	AD_62684_01	AD_62703_01	AD_62703_02	AD_62710_01	AD_62710_02	AD_62710_03	AD_62901_01	AD_62901_02	AD_62901_03	AD_62901_04	AD_62901_05	AD_62911_01	AD_62992_01	AD_62992_02	AD_62992_03	AD_62998_01	AD_62998_02	AD_62998_03	AD_63032_01	AD_63032_02	AD_63032_03	AD_63032_04	AD_63041_01	AD_63041_02	AD_63041_03	AD_63041_04	AD_63059_01	AD_63059_02	AD_63059_03	AD_63148_01	AD_63148_02	AD_63148_03	AD_63148_04	AD_63174_01	AD_63174_02	AD_63174_03	AD_63174_04	AD_63207_01	AD_63218_01	AD_63218_02	AD_63272_01	AD_63272_02	AD_63272_03	AD_63280_01	AD_63280_02	AD_63303_01	AD_63303_02	AD_63360_01	AD_63362_01	AD_63373_01	AD_63373_02	AD_63373_03	AD_63384_01	AD_63413_01	AD_63413_02	AD_63479_01	AD_63567_01	AD_63567_02	AD_63620_01	AD_63641_01	AD_63641_02	AD_63641_03	AD_63641_04	AD_63641_05	AD_63663_01	AD_63761_01	AD_63776_01	AD_63776_02	AD_63791_01	AD_63972_01	AD_64017_01	AD_64017_02	AD_64034_01	AD_64034_02	AD_64034_03	AD_64051_01	AD_64051_02	AD_64123_01	AD_64128_01	AD_64128_02	AD_64130_01	AD_64142_01	AD_64213_01	AD_64218_01	AD_64295_01	AD_64295_02	AD_64295_03	AD_64295_04	AD_64295_05	AD_64295_06	AD_64300_01	AD_64303_01	AD_64303_02	AD_64312_01	AD_64363_01	AD_64363_02	AD_64363_03	AD_64432_01	AD_64495_01	AD_64495_02	AD_64495_03	AD_64501_01	AD_64519_01	AD_64541_01	AD_64541_02	AD_64555_01	AD_64555_02	AD_64555_03	AD_64555_04	AD_64637_01	AD_64637_02	AD_64651_01	AD_64687_01	AD_64712_01	AD_64712_02	AD_64715_01	AD_64715_02	AD_64769_01	AD_64769_02	AD_64769_03	AD_64769_04	AD_64786_01	AD_64921_01	AD_64921_02	AD_64930_01	AD_64930_02	AD_64931_01	AD_64931_02	AD_64942_01	AD_64942_02	AD_64942_03	AD_64942_04	AD_64979_01	AD_65028_01	AD_65166_01	AD_65173_01	AD_65195_01	AD_65247_01	AD_65247_02	AD_65247_03	AD_65251_01	AD_65272_01	AD_65283_01	AD_65320_01	AD_65320_02	AD_65552_01	AD_65561_01	AD_65561_02	AD_65663_01	AD_65663_02	AD_65684_01	AD_65696_01	AD_65696_02	AD_65739_01	AD_65739_02	AD_65739_03	AD_65744_01	AD_65744_02	AD_65744_03	AD_65780_01	AD_65780_02	AD_65780_03	AD_65789_01	AD_65818_01	AD_65818_02	AD_65818_03	AD_65839_01	AD_65839_02	AD_65839_03	AD_65910_01	AD_65910_02	AD_65912_01	AD_65912_02	AD_65914_01	AD_65914_02	AD_65914_03	AD_65914_04	AD_65925_01	AD_65953_01	AD_65953_02	AD_65957_01	AD_65957_02	AD_65957_03	AD_66055_01	AD_66055_02	AD_66063_01	AD_66063_02	AD_66087_01	AD_66087_02	AD_66087_03	AD_66100_01	AD_66100_02	AD_66197_01	AD_66246_01	AD_66246_02	AD_66364_01	AD_66457_01	AD_66474_01	AD_66474_02	AD_66503_01	AD_66503_02	AD_66534_01	AD_66544_01	AD_66544_02	AD_66544_03	AD_66550_01	AD_66598_01	AD_66598_02	AD_66598_03	AD_66598_05	AD_66659_01	AD_66979_01	AD_66982_01	AD_66999_01	AD_67010_01	AD_67010_02	AD_67010_03	AD_67010_04	AD_67024_01	AD_67034_01	AD_67103_01	AD_67164_01	AD_67164_02	AD_67164_03	AD_67164_04	AD_67164_05	AD_67170_01	AD_67180_01	AD_67180_02	AD_67180_03	AD_67189_01	AD_67189_02	AD_67197_01	AD_67197_02	AD_67216_01	AD_67216_02	AD_67218_01	AD_67234_01	AD_67248_01	AD_67248_02	AD_67352_01	AD_67352_02	AD_67352_03	AD_67352_04	AD_67352_05	AD_67359_01	AD_67398_01	AD_68007_01	AD_68007_02	AD_68007_03	AD_68007_04	AD_68007_05	AD_68071_01	AD_68071_02	AD_68071_03	AD_68077_01	AD_68077_02	AD_68093_01	AD_68093_02	AD_68103_01	AD_68128_01	AD_68128_02	AD_68128_03	AD_68147_01	AD_68147_02	AD_68155_01	AD_68155_02	AD_68155_03	AD_68181_01	AD_68205_01	AD_68205_02	AD_68229_01	AD_68229_02	AD_68276_01	AD_68285_01	AD_68285_02	AD_68285_03	AD_68289_01	AD_68289_02	AD_68289_03	AD_68294_01	AD_68294_02	AD_68294_03	AD_68300_01	AD_68300_02	AD_68300_03	AD_68359_01	AD_68359_02	AD_68378_01	AD_68379_01	AD_68397_01	AD_68448_01	AD_68476_01	AD_68476_02	AD_68476_03	AD_68486_01	AD_68510_01	AD_68533_01	AD_68533_02	AD_68545_01	AD_68545_02	AD_68545_03	AD_68557_01	AD_68557_02	AD_68568_01	AD_68568_02	AD_68587_01	AD_68597_01	AD_68602_01	AD_68602_02	AD_68629_01	AD_68629_02	AD_68629_03	AD_68631_01	AD_68631_02	AD_68639_01	AD_68639_02	AD_68639_03	AD_68646_01	AD_68646_02	AD_68675_01	AD_68675_02	AD_68678_01	AD_68678_02	AD_68679_01	AD_68681_01	AD_68720_01	AD_68720_02	AD_68721_01	AD_68721_02	AD_68740_01	AD_68773_01	AD_68773_02	AD_68777_01	AD_68777_02	AD_68777_03	AD_68780_01	AD_68780_02	AD_68790_01	AD_68790_02	AD_68790_03	AD_68793_01	AD_68794_01	AD_68794_02	AD_68795_01	AD_68795_02	AD_68797_01	AD_68797_02	AD_68800_01	AD_68800_02	AD_68801_01	AD_68801_02	AD_68804_01	AD_68804_02	AD_68804_03	AD_68806_01	AD_68812_01	AD_68813_01	AD_68818_01	AD_68818_02	AD_68818_03	AD_68839_01	AD_68839_02	AD_68849_01	AD_68849_02	AD_68849_03	AD_68853_01	AD_68853_02	AD_68853_03	AD_68853_04	AD_68854_01	AD_68855_01	AD_68855_02	AD_68855_03	AD_68856_01	AD_68856_02	AD_68856_03	AD_68858_01	AD_68858_02	AD_68860_01	AD_68860_02	AD_68860_03	AD_68863_01	AD_68863_02	AD_68872_01	AD_68881_01	AD_68881_02	AD_68884_01	AD_68884_02	AD_68939_01	AD_68939_02	AD_68939_03	AD_68941_01	AD_68941_02	AD_68941_03	AD_68942_01	AD_68945_01	AD_68945_02	AD_68992_01	AD_68992_02	AD_68993_01	AD_68993_02	AD_69004_01	AD_69071_01	AD_69158_01	AD_69205_01	AD_69208_01	AD_69208_02	AD_69208_03	AD_69514_01	AD_69543_01	AD_69702_01	AD_69719_01	AD_69744_01	AD_84798_01	AD_84798_02	AD_84798_03	AD_85150_01	AD_85150_02	AD_86001_01	AD_86001_02	AD_86403_01	AD_86403_02	AD_86619_01
k__Bacteria	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	90.23855	99.30134	100.0	100.0	100.0	100.0	100.0	100.0	97.3724	100.0	100.0	100.0	97.63479	99.28825	100.0	100.0	96.6646	100.0	99.87042	99.98637	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	87.44267	99.64651	96.79782	98.11301	71.94487	100.0	100.0	100.0	100.0	0.0	99.02519	100.0	100.0	100.0	95.37105	99.68894	100.0	100.0	100.0	100.0	100.0	93.87711	97.91513	94.08837	97.73279	99.97033	95.08112	97.02596	94.53115	100.0	90.2067	92.66297	99.94821	99.94185	99.90253	100.0	100.0	92.98211	90.40502	100.0	100.0	99.90164	98.58019	98.84278	100.0	100.0	99.72384	77.68773	96.0678	99.31944	95.35571	95.84041	99.67051	99.28915	99.72373	100.0	95.53528	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.71748	99.86339	99.26343	100.0	100.0	100.0	100.0	99.77957	99.81087	99.85066	100.0	100.0	100.0	95.0141	99.93022	100.0	99.66859	93.30852	97.98077	100.0	100.0	100.0	100.0	100.0	99.96247	99.99447	94.93232	87.90065	100.0	97.76933	94.1273	99.6428	100.0	100.0	100.0	100.0	98.22125	100.0	99.96552	99.82184	100.0	100.0	100.0	100.0	79.13458	92.9776	99.181	100.0	100.0	100.0	100.0	100.0	83.36435	85.10884	92.71105	97.82711	100.0	100.0	100.0	99.05328	99.31948	100.0	100.0	100.0	100.0	100.0	99.9113	100.0	100.0	99.85209	100.0	94.4384	98.62716	94.46879	98.39008	93.9689	100.0	100.0	92.40474	95.11968	99.5092	100.0	100.0	100.0	100.0	94.41659	96.42483	98.38695	99.69165	99.76106	100.0	100.0	100.0	100.0	100.0	100.0	94.09692	100.0	95.90627	99.23429	97.98367	99.80773	98.81713	99.99069	100.0	100.0	100.0	99.61545	98.06791	99.47927	99.34056	96.48607	100.0	100.0	100.0	98.31157	98.94264	83.23182	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.87547	99.12158	100.0	100.0	100.0	100.0	93.55901	93.7228	100.0	100.0	100.0	100.0	99.96373	99.19128	99.58445	96.03893	98.77816	100.0	50.96631	100.0	100.0	99.40005	99.44247	98.77217	99.61933	100.0	98.87025	77.77502	96.27014	99.48913	99.18733	93.04643	96.5055	100.0	98.76925	100.0	98.00424	99.24281	77.37376	96.9955	100.0	100.0	99.99614	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	90.56095	92.71769	100.0	100.0	100.0	100.0	100.0	98.43968	99.69802	93.71921	99.90329	99.9972	100.0	100.0	100.0	69.40403	99.36326	90.38986	100.0	100.0	100.0	100.0	100.0	88.63472	99.67314	99.24863	100.0	100.0	92.49175	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	66.57177	58.76197	48.12797	100.0	96.335	100.0	100.0	100.0	99.87895	100.0	100.0	100.0	93.56698	99.13142	100.0	100.0	100.0	100.0	100.0	100.0	96.58798	97.7518	99.72727	97.90227	96.74566	99.11074	95.92942	99.88393	100.0	100.0	100.0	100.0	99.927	98.62705	99.7518	94.66572	97.70957	100.0	100.0	100.0	100.0	94.45981	97.38259	100.0	100.0	100.0	100.0	100.0	94.75299	92.28507	100.0	100.0	100.0	99.1982	98.93989	100.0	100.0	100.0	100.0	100.0	90.38423	100.0	100.0	99.96519	95.54738	100.0	100.0	85.49507	90.77243	100.0	98.08679	98.07239	98.82019	97.5645	95.03482	100.0	100.0	100.0	99.65876	98.58251	99.38125	100.0	99.39424	99.97003	99.66629	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.9301	98.33556	84.47276	96.42357	94.92523	100.0	100.0	100.0	100.0	100.0	91.69729	100.0	91.78017	92.57527	89.67135	100.0	100.0	100.0	100.0	85.43714	95.5677	100.0	100.0	84.4109	87.13872	100.0	99.1602	99.57708	100.0	95.52828	99.97117	98.95409	100.0	100.0	100.0	100.0	85.44689	100.0	0.0	100.0	97.42056	96.77554	99.99813	99.99608	91.34738	83.38051	99.93248
k__Bacteria|p__Firmicutes	84.94183	54.48033	67.26629	59.33296	80.76756	58.15418	55.30105	48.82115	47.77007	36.92497	64.9405	78.45558	77.18992	85.52265	54.08075	60.15966	93.27742	85.51261	73.83772	77.16664	78.59332	70.52709	63.41007	76.72891	97.54274	62.97387	74.45766	70.0484	23.67664	54.11448	43.37278	72.88338	84.65399	37.41244	66.60435	39.13263	71.21624	81.2132	80.35136	82.51521	76.17384	71.89578	50.75607	58.46314	77.8259	54.42809	33.77308	60.79972	67.16216	67.05455	82.79146	0.0	78.91932	66.27099	55.0472	77.43191	85.69037	71.03966	81.41769	79.59562	49.99817	66.07591	72.15354	75.20634	68.51452	71.76327	77.01011	55.2405	30.51552	44.90491	55.14338	67.20774	45.52406	47.57534	50.73122	58.21982	72.57662	68.86236	37.31503	71.24016	53.1018	90.10749	88.34645	42.97276	57.88502	56.21064	50.08907	84.62104	87.43806	57.66072	79.03168	44.58903	78.01473	76.51357	90.99914	90.38409	58.02893	34.14867	76.8012	55.28906	53.16445	70.92168	61.46336	52.40317	69.45437	27.50651	36.94126	81.00422	78.88365	86.20977	56.6751	81.68693	75.88054	78.55072	85.7396	69.63417	70.9577	76.90384	70.69568	68.13781	71.00714	74.214	33.37779	73.23856	38.95775	26.3574	21.88887	56.70163	68.75329	85.30785	82.68178	37.93086	50.04331	54.97033	49.04426	81.76589	84.36791	76.97349	38.26676	83.68228	73.84342	80.19376	62.53156	69.23623	38.00558	81.70061	84.64256	81.98086	77.87781	79.76836	50.9206	44.37713	87.16966	75.59716	53.17588	45.63938	85.9652	91.28739	59.98506	66.43647	73.83489	89.69131	37.65141	76.69929	37.91364	66.7926	73.74453	75.64672	74.78812	93.54877	85.20783	86.00323	86.00083	72.32116	44.76117	74.45593	70.82403	67.81628	69.48013	77.48831	76.22391	68.18073	70.53203	77.32717	66.12844	63.6076	76.49594	28.88017	43.42156	95.99185	76.99303	71.21851	78.73255	82.12336	33.39792	38.68213	25.28715	81.52535	23.79771	69.35694	15.80898	24.80484	63.28616	68.39393	15.62486	45.65682	59.85283	77.09732	74.89005	63.30556	72.67361	82.81359	92.61094	45.10257	75.28365	49.61635	54.31057	72.84037	45.07043	37.44339	87.59308	42.69009	43.77603	45.7173	80.9221	90.12062	67.83182	60.58027	88.24968	83.84504	11.23379	77.45348	59.12155	65.97047	87.10092	86.18863	62.51344	57.51901	87.78684	72.65068	79.79394	73.74678	57.82403	87.22353	59.5218	81.55622	88.76988	55.94896	55.95303	74.51777	83.24825	68.46113	47.39457	80.67757	78.28272	82.78256	66.81412	59.3062	63.97845	79.546	75.33255	55.89993	71.38953	50.41128	67.27756	78.4165	71.85393	65.96389	68.01403	65.91392	61.80446	38.24182	40.01936	77.02131	63.35341	52.46385	72.82704	94.32247	77.84892	66.72134	61.60217	88.81968	93.46164	59.85503	77.91715	90.13252	78.71824	56.33695	12.74291	30.82036	37.41988	22.21487	36.38741	60.45132	35.41616	66.80031	48.95912	73.82562	72.98515	54.92186	64.18754	53.57684	56.63844	55.99825	45.70863	79.38307	22.86824	74.71373	70.84844	49.90721	47.94468	86.06546	45.66974	83.15355	81.61057	63.48407	15.78307	54.01246	78.16505	88.38117	85.69502	47.39243	19.4113	73.31638	26.25023	32.49832	21.14264	78.75343	48.16163	68.11728	72.54569	58.95958	52.01356	64.56974	65.70655	39.97203	57.65557	77.41995	76.8031	76.25305	87.9365	64.36002	54.38786	34.94935	51.27664	79.21042	52.37159	28.88352	67.57178	52.01121	79.83624	75.57092	66.99048	79.64498	86.14468	66.89979	79.46913	22.93723	75.29012	64.42903	77.08853	71.18717	71.31331	31.90234	73.78345	74.03893	39.1788	72.2846	58.50923	74.33933	83.0143	39.12278	73.6786	59.92416	58.52623	61.52738	84.65212	57.79693	78.81864	70.72632	43.51031	63.21805	65.79706	55.83467	53.86782	62.98227	59.79942	48.53226	49.70589	72.44402	61.28152	20.86044	34.01435	77.39273	73.63203	73.8739	39.75439	87.63893	54.28863	49.86526	92.83991	86.25615	54.47236	61.81627	61.96392	23.47095	72.13116	80.29552	81.21258	70.37854	72.64167	65.92349	81.77224	73.90861	79.34323	58.37813	44.57361	56.56597	31.88438	90.26146	66.96491	65.05467	76.43792	77.61078	90.23706	75.99967	70.39315	83.34239	71.73272	71.37263	62.06947	52.10591	74.3157	78.12023	47.94875	81.56811	71.74787	80.35652	71.21932	83.89033	72.79705	56.52531	58.31201	18.07647	45.96739	55.14182	83.54637	77.65174	74.11916	75.44548	71.03129	61.45404	85.97786	70.5508	60.68608	86.65175	0.0	90.62519	57.73501	80.07722	84.33038	77.4199	82.25016	71.58967	59.75623
k__Bacteria|p__Bacteroidetes	13.42392	44.76563	11.83652	29.66893	7.99319	39.94362	6.06977	8.59602	29.95003	29.77946	21.65542	17.25159	12.71161	3.11594	31.26247	36.58924	4.12339	9.40526	6.80275	13.08063	15.75082	24.45588	30.49778	3.93989	0.24857	29.07032	17.85846	24.52669	74.52612	43.30675	52.74211	0.48696	1.28524	35.79131	21.57112	9.89427	18.08053	9.97903	11.39871	12.69619	18.67536	24.67153	26.10121	27.78634	16.49623	40.34607	25.80327	33.07758	22.04356	25.80664	13.04091	0.0	11.78558	23.81177	37.79173	12.16141	5.23843	23.37644	8.65207	19.33071	44.74169	31.40191	22.72418	12.64818	24.92379	19.20488	13.51823	31.75095	56.23257	41.0404	13.14317	28.36826	15.21314	6.34547	37.71909	38.44806	25.4369	7.35387	40.30016	18.20695	36.55806	5.30311	8.05816	50.60289	28.85135	21.88938	46.29512	1.94265	6.28402	9.94936	6.61517	10.09076	12.33837	12.7356	3.97997	4.3757	33.38918	58.0592	14.50991	39.74766	7.45983	27.29418	6.45537	39.64119	27.76512	58.88688	55.89447	10.72329	15.58734	6.6543	15.26853	9.09294	22.24686	7.69266	3.60587	9.04619	23.35225	14.42187	19.01516	22.41675	27.09807	15.41427	54.62767	13.51348	53.47379	67.40808	76.18277	24.95206	16.89035	5.50918	5.97097	56.30269	40.71728	15.24047	43.59731	14.42922	6.32728	15.81918	59.79185	12.98178	13.53689	12.82512	32.51154	22.06589	57.12094	14.81558	10.91639	9.17551	19.95218	12.70434	24.8946	47.858	7.57196	9.35395	44.21896	45.3113	10.38676	2.55048	4.45052	10.17559	9.84448	4.45061	60.53361	20.40582	47.48064	19.09204	16.99053	18.91952	18.33189	0.24811	4.16805	0.81636	6.16509	21.02472	52.33726	14.51536	22.71946	22.52343	26.89727	12.7468	10.168	13.87223	10.68653	12.14383	18.15522	21.86384	19.55338	61.41058	38.89467	0.75466	15.78867	9.66141	12.39088	12.25728	60.28421	56.04707	71.77495	5.72099	71.93126	4.71094	83.20549	74.97871	16.715	8.97053	72.60981	20.22833	13.53224	17.61511	17.49481	35.54712	8.62653	6.4432	5.81294	44.63693	11.45074	47.63892	6.26355	19.67811	46.60122	56.27996	2.10445	43.85348	44.5023	16.73048	13.47634	7.0562	1.45839	30.58935	10.7344	15.24061	78.86881	7.16592	39.21157	14.71822	5.77379	10.92021	33.17706	24.74975	7.09992	20.03794	11.1219	17.15208	0.18093	7.0996	35.28003	10.79473	5.40044	38.86724	40.96343	7.41573	8.55725	28.52238	1.61304	13.26809	7.70201	6.70941	19.67913	28.90816	25.47215	14.81355	15.58159	15.22623	20.95637	47.27524	22.19356	11.23882	20.69384	31.52259	25.75809	30.93702	24.73665	41.54361	16.65797	11.88637	28.40975	37.83909	11.91155	2.04769	18.94485	26.7926	14.60529	0.80153	1.76577	36.78492	10.01532	4.59005	8.48499	32.02913	74.88799	41.97186	40.9763	63.97224	42.30122	28.81702	46.43982	9.98267	49.42669	20.80761	24.32731	18.92459	27.68138	7.13328	40.9519	32.69384	52.77167	11.854	74.16778	11.07376	10.89207	27.98032	48.81758	8.14432	50.99477	8.66414	9.3229	23.05628	77.11291	10.6346	5.23983	3.4344	6.61873	48.39134	80.11567	21.13134	19.26976	11.63272	12.80455	7.8192	24.86615	28.57341	26.82086	34.35185	43.98104	33.16593	31.53154	57.46029	20.81765	13.36418	9.72735	6.45893	11.58406	35.43913	44.9342	63.96765	41.68624	14.26764	38.36845	62.68874	15.4035	39.95658	5.89073	21.33943	30.96841	15.84134	5.92217	20.89826	17.36054	74.29147	19.38641	26.57609	17.58869	23.03556	24.48412	66.908	24.72821	14.43714	50.33296	20.93632	30.31181	23.18734	11.18002	57.51444	16.08418	25.09211	22.83809	29.45785	9.58097	36.08282	9.38783	13.00157	51.23227	14.17408	29.62353	31.87848	8.55833	25.93914	30.38648	46.53266	17.92354	24.46931	36.2246	63.12925	49.33637	19.87971	17.34414	13.24019	48.07511	7.70388	38.21002	50.06219	5.8043	9.15697	35.54498	26.48797	23.8828	72.00227	17.90617	17.04217	16.57184	26.87331	23.74525	22.41005	3.03594	2.48449	10.16205	38.66114	50.63242	36.7394	66.97916	2.80335	11.16205	25.40377	15.18909	18.37875	2.35595	23.58199	9.45911	0.54611	6.58544	17.70136	27.73685	35.96768	11.74554	12.94177	47.71046	7.80647	8.56692	1.58285	21.45032	4.40662	12.47552	12.29839	23.11309	80.64275	18.13612	41.84986	15.35858	3.92612	12.16331	3.25986	13.91005	32.43458	10.99126	24.41333	18.76109	5.67013	0.0	4.49457	31.22954	7.95301	13.47507	18.14837	5.54964	7.06742	21.50986
k__Bacteria|p__Actinobacteria	1.31244	0.4727	19.71521	10.57445	9.20005	1.09896	33.06353	29.68517	14.09322	18.81842	2.83583	3.47375	9.63134	10.44007	4.6519	0.32974	2.57142	4.04234	5.85627	2.34667	3.67849	2.23204	2.27659	2.02513	1.1825	7.51433	2.48496	2.71114	1.14574	1.88338	3.69985	23.90196	6.49128	26.56915	8.51183	50.88202	9.62528	8.58887	7.77136	4.58353	4.35314	1.35056	8.35849	11.56944	2.44121	2.58444	1.64657	4.37933	6.76184	6.26697	3.44077	0.0	6.55636	9.44857	6.88551	10.29709	2.83871	2.18204	7.30199	0.8345	4.37079	2.17268	1.0139	5.58142	3.00047	2.16024	6.58697	9.72643	1.2853	7.01539	1.48093	2.33705	1.06974	1.13577	10.98796	1.48454	1.64933	23.61703	21.73596	3.3786	0.72636	2.73206	2.17045	2.03877	6.73546	3.75313	3.37361	13.3453	4.99714	7.72745	7.33563	13.01818	3.26148	6.51395	4.60868	3.39966	7.1539	4.22756	0.91374	3.59504	38.53954	1.4603	29.33646	7.41936	2.12566	1.96269	0.22232	5.20061	4.34596	7.06198	3.26993	4.12095	1.12237	6.06391	4.87803	5.97194	2.97294	6.0172	8.09044	3.48389	1.55091	9.83436	0.17769	2.67726	2.75709	6.19519	0.65352	17.97673	6.60485	6.72791	9.59445	4.64186	3.35827	14.89746	7.06748	1.16344	2.57051	5.31214	0.76716	2.37607	11.57888	3.40514	1.3718	4.81242	0.22453	2.44087	4.14193	8.14464	2.15884	7.27175	2.94185	0.52905	4.16689	4.03176	2.28715	8.02671	1.44023	2.51	3.74378	5.94973	7.41536	3.30454	0.94587	0.78095	13.78009	11.99043	8.25067	5.09834	6.25347	2.45441	8.16985	4.90652	4.18031	1.79068	1.67801	10.724	6.22127	1.14006	1.83583	4.08433	11.92396	1.10959	5.54782	6.32462	4.32301	1.64939	2.86045	2.95446	3.32637	3.25349	6.66328	7.33933	5.09917	3.89431	3.51763	1.94992	0.0	12.13021	0.50765	25.90077	0.69955	0.06388	13.6103	6.10649	5.20172	11.93034	19.36267	4.24414	1.87191	1.07833	1.28501	0.7966	0.85991	7.77462	11.27545	2.00191	38.47892	3.63332	0.45683	4.77929	6.13382	5.48219	3.92645	14.24904	4.92677	2.2907	30.64119	7.18902	0.71932	0.78583	0.66626	15.27705	1.5541	7.9395	2.62407	1.40077	3.14468	17.29768	4.22574	4.97516	2.4285	2.38058	0.00109	5.47823	4.97464	7.6053	3.8549	2.63183	1.69235	3.97679	3.44852	1.82313	1.13319	5.65284	11.35751	8.68852	10.68876	6.75736	7.5903	5.23862	3.12594	5.67204	3.72729	1.64459	9.64796	3.36873	3.64712	1.94157	4.07926	1.08038	8.64962	4.27048	12.35276	7.44332	4.32084	3.1879	14.71959	3.61903	2.76768	5.183	23.11929	9.11674	4.67464	2.29861	10.59229	4.07258	2.8914	1.15243	0.03258	1.05129	0.86227	0.68899	1.5725	4.43843	0.43031	10.56965	0.45823	1.03081	2.15825	24.19686	1.89065	8.61488	1.35474	1.35458	0.60775	6.50026	0.40444	7.79183	9.87952	10.04699	2.43674	4.97083	0.83036	8.12649	1.38395	3.3819	3.10025	23.85551	12.12103	6.153	4.09853	3.59251	0.20006	5.19217	13.19035	10.47421	12.0656	2.56808	1.19889	1.63057	0.16179	3.17987	1.82073	1.6383	2.45723	0.48987	3.17482	0.41462	12.20412	15.65013	0.26752	0.19586	0.49703	0.5089	3.47299	1.65808	4.67482	2.41205	1.91181	0.35942	8.80404	1.34266	1.82001	4.51186	2.48942	1.35573	1.96347	0.16586	1.22328	2.34543	2.9886	2.46655	3.72583	0.02271	1.03025	5.52643	5.15185	3.53534	2.09031	2.35912	5.16004	1.97907	4.58419	6.51224	18.19033	7.08729	5.36657	3.02032	10.00876	16.04554	2.03528	18.51057	0.28909	1.35282	3.26446	10.5455	9.08861	3.21526	4.78537	1.40577	2.17659	1.31028	6.89834	1.15522	1.49808	0.90306	0.70632	2.2026	0.76842	0.05381	0.96819	1.55108	3.06682	4.19721	9.0094	0.07369	5.90723	2.2559	1.57403	2.01507	2.97545	4.86589	13.43239	20.79	5.77019	2.21121	1.45873	1.62564	0.14254	4.49929	3.93516	2.02689	3.00419	2.03614	6.70865	0.34146	18.72423	15.89042	11.04183	7.26195	0.8769	1.92316	0.84293	7.02351	0.74841	8.40712	17.93578	3.42603	1.96629	10.58106	11.97957	14.66131	4.62893	1.28079	1.26174	0.46355	0.71797	13.45798	9.49671	18.51024	13.59761	0.62851	2.99179	4.94029	2.07415	5.61661	0.0	4.56787	5.50919	6.8751	2.17003	4.39074	3.52594	4.59671	7.33135
